0,1,2,3,4,5,6,7,8,9,10,11,12,13
1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000
1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812
118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008
1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231
158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206
971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276
1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008
1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046
11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89
894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269
1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735
973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968
1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621
1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312
812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124
1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241
231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008
1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008
276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268
1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855
1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008
89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276
269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921
735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009
968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066
621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067
312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067
124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239
241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196
1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999
1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029
268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78
855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223
1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236
276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268
921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268
1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971
1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276
1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694
1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205
239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276
196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223
999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162
1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773
78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008
1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79
236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971
268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971
268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203
971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970
276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035
694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463
1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125
276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575
1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857
162,773,1008,79,971,971,203,970,1035,463,125,575,857,885
773,1008,79,971,971,203,970,1035,463,125,575,857,885,884
1008,79,971,971,203,970,1035,463,125,575,857,885,884,960
79,971,971,203,970,1035,463,125,575,857,885,884,960,462
971,971,203,970,1035,463,125,575,857,885,884,960,462,346
971,203,970,1035,463,125,575,857,885,884,960,462,346,970
203,970,1035,463,125,575,857,885,884,960,462,346,970,543
970,1035,463,125,575,857,885,884,960,462,346,970,543,236
1035,463,125,575,857,885,884,960,462,346,970,543,236,1008
463,125,575,857,885,884,960,462,346,970,543,236,1008,1120
125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034
575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035
857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008
885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971
884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49
960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157
462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267
346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267
970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4
543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268
236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008
1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268
1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11
1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443
1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970
1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197
971,49,157,267,267,4,268,1008,268,11,1443,970,197,429
49,157,267,267,4,268,1008,268,11,1443,970,197,429,389
157,267,267,4,268,1008,268,11,1443,970,197,429,389,167
267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008
267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50
4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690
268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736
1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049
268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434
11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233
1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008
970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79
197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885
429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884
389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000
167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009
1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120
50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472
690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009
736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157
1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884
1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278
233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885
1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884
79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885
885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884
884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310
1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845
1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268
120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008
1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009
1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113
157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202
884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194
278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276
885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693
884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125
885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698
884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888
1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008
845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008
268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009
1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037
1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812
1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191
202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030
194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118
276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461
693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009
125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009
698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308
888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009
1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267
1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970
1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162
1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82
812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613
191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009
1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030
118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990
461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971
1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998
1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267
308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156
1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812
267,970,162,82,613,1009,1030,990,971,998,267,156,812,389
970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433
162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152
82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810
613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222
1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222
1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735
990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812
971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971
998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849
267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652
156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969
812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199
389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009
1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027
1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046
810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163
1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308
1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282
735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164
812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461
971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197
849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2
652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009
969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009
199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501
1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384
1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383
1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394
163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270
308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008
1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971
1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202
461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52
197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699
2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008
1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162
1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884
501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42
384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3
383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008
1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80
270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505
1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921
971,202,52,699,1008,162,884,42,3,1008,80,505,921,619
202,52,699,1008,162,884,42,3,1008,80,505,921,619,315
52,699,1008,162,884,42,3,1008,80,505,921,619,315,315
699,1008,162,884,42,3,1008,80,505,921,619,315,315,269
1008,162,884,42,3,1008,80,505,921,619,315,315,269,195
162,884,42,3,1008,80,505,921,619,315,315,269,195,1359
884,42,3,1008,80,505,921,619,315,315,269,195,1359,738
42,3,1008,80,505,921,619,315,315,269,195,1359,738,813
3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356
1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037
80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47
505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922
921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155
619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009
315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009
315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268
269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11
195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767
1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858
738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313
813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113
1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237
1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614
47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41
922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500
1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427
1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811
1009,268,11,767,858,313,1113,237,614,41,500,427,811,49
268,11,767,858,313,1113,237,614,41,500,427,811,49,51
11,767,858,313,1113,237,614,41,500,427,811,49,51,973
767,858,313,1113,237,614,41,500,427,811,49,51,973,3
858,313,1113,237,614,41,500,427,811,49,51,973,3,313
313,1113,237,614,41,500,427,811,49,51,973,3,313,270
1113,237,614,41,500,427,811,49,51,973,3,313,270,1008
237,614,41,500,427,811,49,51,973,3,313,270,1008,234
614,41,500,427,811,49,51,973,3,313,270,1008,234,198
41,500,427,811,49,51,973,3,313,270,1008,234,198,701
500,427,811,49,51,973,3,313,270,1008,234,198,701,1009
427,811,49,51,973,3,313,270,1008,234,198,701,1009,813
811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009
49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308
51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276
973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970
3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970
313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311
270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50
1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314
234,198,701,1009,813,1009,308,276,970,970,311,50,314,315
198,701,1009,813,1009,308,276,970,970,311,50,314,315,1009
701,1009,813,1009,308,276,970,970,311,50,314,315,1009,1165
1009,813,1009,308,276,970,970,311,50,314,315,1009,1165,812
813,1009,308,276,970,970,311,50,314,315,1009,1165,812,1009
1009,308,276,970,970,311,50,314,315,1009,1165,812,1009,1009
308,276,970,970,311,50,314,315,1009,1165,812,1009,1009,857
276,970,970,311,50,314,315,1009,1165,812,1009,1009,857,1471
970,970,311,50,314,315,1009,1165,812,1009,1009,857,1471,774
970,311,50,314,315,1009,1165,812,1009,1009,857,1471,774,1320
311,50,314,315,1009,1165,812,1009,1009,857,1471,774,1320,1320
50,314,315,1009,1165,812,1009,1009,857,1471,774,1320,1320,1008
314,315,1009,1165,812,1009,1009,857,1471,774,1320,1320,1008,267
315,1009,1165,812,1009,1009,857,1471,774,1320,1320,1008,267,268
1009,1165,812,1009,1009,857,1471,774,1320,1320,1008,267,268,1243
1165,812,1009,1009,857,1471,774,1320,1320,1008,267,268,1243,267
812,1009,1009,857,1471,774,1320,1320,1008,267,268,1243,267,229
1009,1009,857,1471,774,1320,1320,1008,267,268,1243,267,229,267
1009,857,1471,774,1320,1320,1008,267,268,1243,267,229,267,268
857,1471,774,1320,1320,1008,267,268,1243,267,229,267,268,1320
1471,774,1320,1320,1008,267,268,1243,267,229,267,268,1320,1009
774,1320,1320,1008,267,268,1243,267,229,267,268,1320,1009,268
1320,1320,1008,267,268,1243,267,229,267,268,1320,1009,268,659
1320,1008,267,268,1243,267,229,267,268,1320,1009,268,659,237
1008,267,268,1243,267,229,267,268,1320,1009,268,659,237,1320
267,268,1243,267,229,267,268,1320,1009,268,659,237,1320,156
268,1243,267,229,267,268,1320,1009,268,659,237,1320,156,1009
1243,267,229,267,268,1320,1009,268,659,237,1320,156,1009,1087
267,229,267,268,1320,1009,268,659,237,1320,156,1009,1087,39
229,267,268,1320,1009,268,659,237,1320,156,1009,1087,39,812
267,268,1320,1009,268,659,237,1320,156,1009,1087,39,812,87
268,1320,1009,268,659,237,1320,156,1009,1087,39,812,87,807
1320,1009,268,659,237,1320,156,1009,1087,39,812,87,807,1009
1009,268,659,237,1320,156,1009,1087,39,812,87,807,1009,1009
268,659,237,1320,156,1009,1087,39,812,87,807,1009,1009,971
659,237,1320,156,1009,1087,39,812,87,807,1009,1009,971,735
237,1320,156,1009,1087,39,812,87,807,1009,1009,971,735,4
1320,156,1009,1087,39,812,87,807,1009,1009,971,735,4,314
156,1009,1087,39,812,87,807,1009,1009,971,735,4,314,1009
1009,1087,39,812,87,807,1009,1009,971,735,4,314,1009,1347
1087,39,812,87,807,1009,1009,971,735,4,314,1009,1347,1396
39,812,87,807,1009,1009,971,735,4,314,1009,1347,1396,308
812,87,807,1009,1009,971,735,4,314,1009,1347,1396,308,162
87,807,1009,1009,971,735,4,314,1009,1347,1396,308,162,1324
807,1009,1009,971,735,4,314,1009,1347,1396,308,162,1324,810
1009,1009,971,735,4,314,1009,1347,1396,308,162,1324,810,1009
1009,971,735,4,314,1009,1347,1396,308,162,1324,810,1009,79
971,735,4,314,1009,1347,1396,308,162,1324,810,1009,79,79
735,4,314,1009,1347,1396,308,162,1324,810,1009,79,79,314
4,314,1009,1347,1396,308,162,1324,810,1009,79,79,314,1009
314,1009,1347,1396,308,162,1324,810,1009,79,79,314,1009,1002
1009,1347,1396,308,162,1324,810,1009,79,79,314,1009,1002,77
1347,1396,308,162,1324,810,1009,79,79,314,1009,1002,77,810
1396,308,162,1324,810,1009,79,79,314,1009,1002,77,810,1394
308,162,1324,810,1009,79,79,314,1009,1002,77,810,1394,884
162,1324,810,1009,79,79,314,1009,1002,77,810,1394,884,1167
1324,810,1009,79,79,314,1009,1002,77,810,1394,884,1167,1046
810,1009,79,79,314,1009,1002,77,810,1394,884,1167,1046,270
1009,79,79,314,1009,1002,77,810,1394,884,1167,1046,270,1008
79,79,314,1009,1002,77,810,1394,884,1167,1046,270,1008,501
79,314,1009,1002,77,810,1394,884,1167,1046,270,1008,501,614
314,1009,1002,77,810,1394,884,1167,1046,270,1008,501,614,1223
1009,1002,77,810,1394,884,1167,1046,270,1008,501,614,1223,1009
1002,77,810,1394,884,1167,1046,270,1008,501,614,1223,1009,1223
77,810,1394,884,1167,1046,270,1008,501,614,1223,1009,1223,737
810,1394,884,1167,1046,270,1008,501,614,1223,1009,1223,737,1008
1394,884,1167,1046,270,1008,501,614,1223,1009,1223,737,1008,276
884,1167,1046,270,1008,501,614,1223,1009,1223,737,1008,276,1008
1167,1046,270,1008,501,614,1223,1009,1223,737,1008,276,1008,118
1046,270,1008,501,614,1223,1009,1223,737,1008,276,1008,118,1008
270,1008,501,614,1223,1009,1223,737,1008,276,1008,118,1008,231
1008,501,614,1223,1009,1223,737,1008,276,1008,118,1008,231,895
501,614,1223,1009,1223,737,1008,276,1008,118,1008,231,895,1001
614,1223,1009,1223,737,1008,276,1008,118,1008,231,895,1001,195
1223,1009,1223,737,1008,276,1008,118,1008,231,895,1001,195,115
1009,1223,737,1008,276,1008,118,1008,231,895,1001,195,115,1288
1223,737,1008,276,1008,118,1008,231,895,1001,195,115,1288,1288
737,1008,276,1008,118,1008,231,895,1001,195,115,1288,1288,47
1008,276,1008,118,1008,231,895,1001,195,115,1288,1288,47,1001
276,1008,118,1008,231,895,1001,195,115,1288,1288,47,1001,968
1008,118,1008,231,895,1001,195,115,1288,1288,47,1001,968,277
118,1008,231,895,1001,195,115,1288,1288,47,1001,968,277,11
1008,231,895,1001,195,115,1288,1288,47,1001,968,277,11,971
231,895,1001,195,115,1288,1288,47,1001,968,277,11,971,613
895,1001,195,115,1288,1288,47,1001,968,277,11,971,613,1084
1001,195,115,1288,1288,47,1001,968,277,11,971,613,1084,806
195,115,1288,1288,47,1001,968,277,11,971,613,1084,806,1362
115,1288,1288,47,1001,968,277,11,971,613,1084,806,1362,1358
1288,1288,47,1001,968,277,11,971,613,1084,806,1362,1358,1326
1288,47,1001,968,277,11,971,613,1084,806,1362,1358,1326,465
47,1001,968,277,11,971,613,1084,806,1362,1358,1326,465,1080
1001,968,277,11,971,613,1084,806,1362,1358,1326,465,1080,1008
968,277,11,971,613,1084,806,1362,1358,1326,465,1080,1008,614
277,11,971,613,1084,806,1362,1358,1326,465,1080,1008,614,347
11,971,613,1084,806,1362,1358,1326,465,1080,1008,614,347,79
971,613,1084,806,1362,1358,1326,465,1080,1008,614,347,79,732
613,1084,806,1362,1358,1326,465,1080,1008,614,347,79,732,199
1084,806,1362,1358,1326,465,1080,1008,614,347,79,732,199,162
806,1362,1358,1326,465,1080,1008,614,347,79,732,199,162,1009
1362,1358,1326,465,1080,1008,614,347,79,732,199,162,1009,197
1358,1326,465,1080,1008,614,347,79,732,199,162,1009,197,970
1326,465,1080,1008,614,347,79,732,199,162,1009,197,970,234
465,1080,1008,614,347,79,732,199,162,1009,197,970,234,809
1080,1008,614,347,79,732,199,162,1009,197,970,234,809,1009
1008,614,347,79,732,199,162,1009,197,970,234,809,1009,888
614,347,79,732,199,162,1009,197,970,234,809,1009,888,768
347,79,732,199,162,1009,197,970,234,809,1009,888,768,199
79,732,199,162,1009,197,970,234,809,1009,888,768,199,951
732,199,162,1009,197,970,234,809,1009,888,768,199,951,971
199,162,1009,197,970,234,809,1009,888,768,199,951,971,89
162,1009,197,970,234,809,1009,888,768,199,951,971,89,1508
1009,197,970,234,809,1009,888,768,199,951,971,89,1508,83
197,970,234,809,1009,888,768,199,951,971,89,1508,83,883
970,234,809,1009,888,768,199,951,971,89,1508,83,883,1009
234,809,1009,888,768,199,951,971,89,1508,83,883,1009,971
809,1009,888,768,199,951,971,89,1508,83,883,1009,971,203
1009,888,768,199,951,971,89,1508,83,883,1009,971,203,79
888,768,199,951,971,89,1508,83,883,1009,971,203,79,1009
768,199,951,971,89,1508,83,883,1009,971,203,79,1009,971
199,951,971,89,1508,83,883,1009,971,203,79,1009,971,813
951,971,89,1508,83,883,1009,971,203,79,1009,971,813,1075
971,89,1508,83,883,1009,971,203,79,1009,971,813,1075,735
89,1508,83,883,1009,971,203,79,1009,971,813,1075,735,971
1508,83,883,1009,971,203,79,1009,971,813,1075,735,971,89
83,883,1009,971,203,79,1009,971,813,1075,735,971,89,239
883,1009,971,203,79,1009,971,813,1075,735,971,89,239,120
1009,971,203,79,1009,971,813,1075,735,971,89,239,120,1009
971,203,79,1009,971,813,1075,735,971,89,239,120,1009,1087
203,79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008
79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008
1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159
971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223
813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239
1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032
735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660
971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813
89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660
239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276
120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660
1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009
1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008
1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008
1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314
159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282
1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009
239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972
1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009
660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233
813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232
660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814
276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468
660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008
1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126
1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008
1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276
314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009
1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971
1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971
972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971
1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011
233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315
232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778
814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779
1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501
1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008
126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009
1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779
276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236
1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779
971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779
971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779
971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779
1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779
315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073
778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035
779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035
501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308
1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008
1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971
779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200
236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884
779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008
779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971
779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971
779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039
779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971
1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87
1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008
