0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846
240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509
784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538
79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971
971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035
276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035
1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922
87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51
1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009
157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884
884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008
1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508
276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009
1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971
1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509
969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219
1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652
275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734
466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731
80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008
1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314
1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42
1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314
811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358
504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155
465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200
1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008
465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426
466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389
465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324
466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359
313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427
812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008
971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746
1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41
235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78
846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78
1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79
538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732
971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276
1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6
1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509
922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509
51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009
1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008
884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767
1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276
1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86
1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008
971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008
1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150
1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240
652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008
734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315
731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971
1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652
1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008
42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203
314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746
1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813
155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408
200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539
1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084
426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307
389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4
1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779
1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971
427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008
1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084
746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008
41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697
78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620
78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276
79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275
732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276
276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276
6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746
1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994
1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009
1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003
1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746
767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42
276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970
86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008
1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922
1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008
1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466
240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008
1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466
315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746
971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963
652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466
1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009
203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008
746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746
813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235
1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235
539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235
1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235
307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746
4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119
779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312
971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009
1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009
1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196
1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882
697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275
620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234
276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857
1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922
276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973
276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538
746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428
994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89
1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463
1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008
746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313
42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86
970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425
1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470
922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244
1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070
466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244
1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973
466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9
746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042
963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388
466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278
1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971
1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046
746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008
235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960
235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008
235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79
235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071
746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008
1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008
1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235
1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008
1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48
196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733
882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008
1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001
234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114
857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009
922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660
973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660
538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660
428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4
89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810
1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045
1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009
1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008
86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49
425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922
1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884
