0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857
1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276
971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884
156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691
971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277
971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041
125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264
879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048
1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010
87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011
1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008
971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239
691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159
275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009
1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737
737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011
81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008
737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958
1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009
857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087
1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812
884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000
691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883
277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241
1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811
1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971
1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971
1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238
1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384
1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112
239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193
159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888
1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78
737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316
1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009
1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347
958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971
1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886
1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009
812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971
1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276
883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971
1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971
811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008
971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049
971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008
238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768
384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805
1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806
193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768
888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806
78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971
316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259
1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009
347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739
971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855
886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009
1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203
971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583
276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118
971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2
971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008
1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275
1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652
1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658
768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276
805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009
806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849
768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359
806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970
971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970,423
1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970,423,819
1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970,423,819,276
739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970,423,819,276,1009
855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970,423,819,276,1009,350
1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970,423,819,276,1009,350,1008
203,583,1118,2,1008,275,652,658,276,1009,849,1359,970,423,819,276,1009,350,1008,970
583,1118,2,1008,275,652,658,276,1009,849,1359,970,423,819,276,1009,350,1008,970,971
1118,2,1008,275,652,658,276,1009,849,1359,970,423,819,276,1009,350,1008,970,971,276
2,1008,275,652,658,276,1009,849,1359,970,423,819,276,1009,350,1008,970,971,276,857
1008,275,652,658,276,1009,849,1359,970,423,819,276,1009,350,1008,970,971,276,857,314
275,652,658,276,1009,849,1359,970,423,819,276,1009,350,1008,970,971,276,857,314,15
652,658,276,1009,849,1359,970,423,819,276,1009,350,1008,970,971,276,857,314,15,995
658,276,1009,849,1359,970,423,819,276,1009,350,1008,970,971,276,857,314,15,995,164
276,1009,849,1359,970,423,819,276,1009,350,1008,970,971,276,857,314,15,995,164,1000
1009,849,1359,970,423,819,276,1009,350,1008,970,971,276,857,314,15,995,164,1000,1000
849,1359,970,423,819,276,1009,350,1008,970,971,276,857,314,15,995,164,1000,1000,276
1359,970,423,819,276,1009,350,1008,970,971,276,857,314,15,995,164,1000,1000,276,971
970,423,819,276,1009,350,1008,970,971,276,857,314,15,995,164,1000,1000,276,971,1009
423,819,276,1009,350,1008,970,971,276,857,314,15,995,164,1000,1000,276,971,1009,883
819,276,1009,350,1008,970,971,276,857,314,15,995,164,1000,1000,276,971,1009,883,236
276,1009,350,1008,970,971,276,857,314,15,995,164,1000,1000,276,971,1009,883,236,1009
1009,350,1008,970,971,276,857,314,15,995,164,1000,1000,276,971,1009,883,236,1009,504
350,1008,970,971,276,857,314,15,995,164,1000,1000,276,971,1009,883,236,1009,504,276
1008,970,971,276,857,314,15,995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035
970,971,276,857,314,15,995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009
971,276,857,314,15,995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032
276,857,314,15,995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035
857,314,15,995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41
314,15,995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314
15,995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396
995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008
164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504
1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5
1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073
276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035
971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971
1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879
883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009
236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152
1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349
504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009
276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613
1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009
1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857
1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236
1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035
41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201
314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086
1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009
1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275
504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009
5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157
1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280
1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81
971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242
879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009
1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160
1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157
349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008
1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008
613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471
1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269
857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008
236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008
1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008
201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157
1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158
1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239
275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819
1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151
157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998
1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307
81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008
1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009
1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008
1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270
157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811
1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973
1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42
1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117
269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970
1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309
1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773
1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009
157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009
158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009
239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500
819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160
1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312
998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319
1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050
1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768
1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009
1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104
270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614
811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282
973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009
42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008
1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008
970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000
1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349
773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276
1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126
1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314
1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164
500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44
1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239
312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998
1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008
1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047
768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037
1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009
1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998
614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002
1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998
1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998
1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205
1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997
1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998
349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276
276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740
126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992
1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992,971
164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992,971,808
44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992,971,808,276
239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992,971,808,276,1009
998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992,971,808,276,1009,1000
1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992,971,808,276,1009,1000,1277
1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992,971,808,276,1009,1000,1277,315
1037,1009,998,1002,998,998,1205,997,998,276,740,992,971,808,276,1009,1000,1277,315,1008
1009,998,1002,998,998,1205,997,998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430
998,1002,998,998,1205,997,998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500
1002,998,998,1205,997,998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009
998,998,1205,997,998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850
998,1205,997,998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855
1205,997,998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314
997,998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231
998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117
276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234
740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009
992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009
971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128
808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009
276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233
1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276
1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008
1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008,1009
315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009
1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009,167
1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009,167,201
500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009,167,201,1009
1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009,167,201,1009,119
850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009,167,201,1009,119,845
855,314,231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009,167,201,1009,119,845,923
314,231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009,167,201,1009,119,845,923,193
231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009,167,201,1009,119,845,923,193,88
117,234,1009,1009,1128,1009,233,276,1008,1009,1009,167,201,1009,119,845,923,193,88,316
234,1009,1009,1128,1009,233,276,1008,1009,1009,167,201,1009,119,845,923,193,88,316,1009
1009,1009,1128,1009,233,276,1008,1009,1009,167,201,1009,119,845,923,193,88,316,1009,971
1009,1128,1009,233,276,1008,1009,1009,167,201,1009,119,845,923,193,88,316,1009,971,232
1128,1009,233,276,1008,1009,1009,167,201,1009,119,845,923,193,88,316,1009,971,232,276
1009,233,276,1008,1009,1009,167,201,1009,119,845,923,193,88,316,1009,971,232,276,1009
233,276,1008,1009,1009,167,201,1009,119,845,923,193,88,316,1009,971,232,276,1009,1424
276,1008,1009,1009,167,201,1009,119,845,923,193,88,316,1009,971,232,276,1009,1424,238
1008,1009,1009,167,201,1009,119,845,923,193,88,316,1009,971,232,276,1009,1424,238,352
1009,1009,167,201,1009,119,845,923,193,88,316,1009,971,232,276,1009,1424,238,352,1236
1009,167,201,1009,119,845,923,193,88,316,1009,971,232,276,1009,1424,238,352,1236,1008
167,201,1009,119,845,923,193,88,316,1009,971,232,276,1009,1424,238,352,1236,1008,1009
201,1009,119,845,923,193,88,316,1009,971,232,276,1009,1424,238,352,1236,1008,1009,1396
1009,119,845,923,193,88,316,1009,971,232,276,1009,1424,238,352,1236,1008,1009,1396,277
119,845,923,193,88,316,1009,971,232,276,1009,1424,238,352,1236,1008,1009,1396,277,1226
845,923,193,88,316,1009,971,232,276,1009,1424,238,352,1236,1008,1009,1396,277,1226,773
923,193,88,316,1009,971,232,276,1009,1424,238,352,1236,1008,1009,1396,277,1226,773,1008
193,88,316,1009,971,232,276,1009,1424,238,352,1236,1008,1009,1396,277,1226,773,1008,692
88,316,1009,971,232,276,1009,1424,238,352,1236,1008,1009,1396,277,1226,773,1008,692,1001
316,1009,971,232,276,1009,1424,238,352,1236,1008,1009,1396,277,1226,773,1008,692,1001,162
1009,971,232,276,1009,1424,238,352,1236,1008,1009,1396,277,1226,773,1008,692,1001,162,997
971,232,276,1009,1424,238,352,1236,1008,1009,1396,277,1226,773,1008,692,1001,162,997,1276
232,276,1009,1424,238,352,1236,1008,1009,1396,277,1226,773,1008,692,1001,162,997,1276,48
276,1009,1424,238,352,1236,1008,1009,1396,277,1226,773,1008,692,1001,162,997,1276,48,1394
1009,1424,238,352,1236,1008,1009,1396,277,1226,773,1008,692,1001,162,997,1276,48,1394,1008
1424,238,352,1236,1008,1009,1396,277,1226,773,1008,692,1001,162,997,1276,48,1394,1008,1009
238,352,1236,1008,1009,1396,277,1226,773,1008,692,1001,162,997,1276,48,1394,1008,1009,314
352,1236,1008,1009,1396,277,1226,773,1008,692,1001,162,997,1276,48,1394,1008,1009,314,1009
1236,1008,1009,1396,277,1226,773,1008,692,1001,162,997,1276,48,1394,1008,1009,314,1009,4
1008,1009,1396,277,1226,773,1008,692,1001,162,997,1276,48,1394,1008,1009,314,1009,4,1009
1009,1396,277,1226,773,1008,692,1001,162,997,1276,48,1394,1008,1009,314,1009,4,1009,1244
1396,277,1226,773,1008,692,1001,162,997,1276,48,1394,1008,1009,314,1009,4,1009,1244,1244
277,1226,773,1008,692,1001,162,997,1276,48,1394,1008,1009,314,1009,4,1009,1244,1244,1001
1226,773,1008,692,1001,162,997,1276,48,1394,1008,1009,314,1009,4,1009,1244,1244,1001,1001
773,1008,692,1001,162,997,1276,48,1394,1008,1009,314,1009,4,1009,1244,1244,1001,1001,236
1008,692,1001,162,997,1276,48,1394,1008,1009,314,1009,4,1009,1244,1244,1001,1001,236,1442
692,1001,162,997,1276,48,1394,1008,1009,314,1009,4,1009,1244,1244,1001,1001,236,1442,614
1001,162,997,1276,48,1394,1008,1009,314,1009,4,1009,1244,1244,1001,1001,236,1442,614,1165
162,997,1276,48,1394,1008,1009,314,1009,4,1009,1244,1244,1001,1001,236,1442,614,1165,971
997,1276,48,1394,1008,1009,314,1009,4,1009,1244,1244,1001,1001,236,1442,614,1165,971,1164
1276,48,1394,1008,1009,314,1009,4,1009,1244,1244,1001,1001,236,1442,614,1165,971,1164,308
48,1394,1008,1009,314,1009,4,1009,1244,1244,1001,1001,236,1442,614,1165,971,1164,308,1001
1394,1008,1009,314,1009,4,1009,1244,1244,1001,1001,236,1442,614,1165,971,1164,308,1001,1009
1008,1009,314,1009,4,1009,1244,1244,1001,1001,236,1442,614,1165,971,1164,308,1001,1009,809
1009,314,1009,4,1009,1244,1244,1001,1001,236,1442,614,1165,971,1164,308,1001,1009,809,276
314,1009,4,1009,1244,1244,1001,1001,236,1442,614,1165,971,1164,308,1001,1009,809,276,1129
1009,4,1009,1244,1244,1001,1001,236,1442,614,1165,971,1164,308,1001,1009,809,276,1129,1008
4,1009,1244,1244,1001,1001,236,1442,614,1165,971,1164,308,1001,1009,809,276,1129,1008,276
1009,1244,1244,1001,1001,236,1442,614,1165,971,1164,308,1001,1009,809,276,1129,1008,276,276
1244,1244,1001,1001,236,1442,614,1165,971,1164,308,1001,1009,809,276,1129,1008,276,276,1035
1244,1001,1001,236,1442,614,1165,971,1164,308,1001,1009,809,276,1129,1008,276,276,1035,850
1001,1001,236,1442,614,1165,971,1164,308,1001,1009,809,276,1129,1008,276,276,1035,850,1001
1001,236,1442,614,1165,971,1164,308,1001,1009,809,276,1129,1008,276,276,1035,850,1001,43
236,1442,614,1165,971,1164,308,1001,1009,809,276,1129,1008,276,276,1035,850,1001,43,197
1442,614,1165,971,1164,308,1001,1009,809,276,1129,1008,276,276,1035,850,1001,43,197,117
614,1165,971,1164,308,1001,1009,809,276,1129,1008,276,276,1035,850,1001,43,197,117,1119
1165,971,1164,308,1001,1009,809,276,1129,1008,276,276,1035,850,1001,43,197,117,1119,117
