0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009
1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009
1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501
735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384
812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383
971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394
849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270
652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008
969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971
199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202
1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52
1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699
1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008
163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162
308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884
1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42
1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3
461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008
197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80
2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505
1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921
1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619
501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315
384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315
383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269
1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195
270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359
1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738
971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813
202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356
52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037
699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47
1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922
162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155
884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009
42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009
3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268
1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11
80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767
505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858
921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313
619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113
315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237
315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614
269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41
195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500
1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427
738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811
813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49
1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51
1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973
47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3
922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313
1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270
1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008
1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234
268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198
11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701
767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009
858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813
313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009
1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308
237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276
614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970
41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970
500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311
427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50
811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314
49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314,315
51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314,315,1009
973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314,315,1009,1165
3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314,315,1009,1165,812
313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314,315,1009,1165,812,1009
270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314,315,1009,1165,812,1009,1009
1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314,315,1009,1165,812,1009,1009,857
234,198,701,1009,813,1009,308,276,970,970,311,50,314,315,1009,1165,812,1009,1009,857,1471
198,701,1009,813,1009,308,276,970,970,311,50,314,315,1009,1165,812,1009,1009,857,1471,774
701,1009,813,1009,308,276,970,970,311,50,314,315,1009,1165,812,1009,1009,857,1471,774,1320
1009,813,1009,308,276,970,970,311,50,314,315,1009,1165,812,1009,1009,857,1471,774,1320,1320
813,1009,308,276,970,970,311,50,314,315,1009,1165,812,1009,1009,857,1471,774,1320,1320,1008
1009,308,276,970,970,311,50,314,315,1009,1165,812,1009,1009,857,1471,774,1320,1320,1008,267
308,276,970,970,311,50,314,315,1009,1165,812,1009,1009,857,1471,774,1320,1320,1008,267,268
276,970,970,311,50,314,315,1009,1165,812,1009,1009,857,1471,774,1320,1320,1008,267,268,1243
970,970,311,50,314,315,1009,1165,812,1009,1009,857,1471,774,1320,1320,1008,267,268,1243,267
970,311,50,314,315,1009,1165,812,1009,1009,857,1471,774,1320,1320,1008,267,268,1243,267,229
311,50,314,315,1009,1165,812,1009,1009,857,1471,774,1320,1320,1008,267,268,1243,267,229,267
50,314,315,1009,1165,812,1009,1009,857,1471,774,1320,1320,1008,267,268,1243,267,229,267,268
314,315,1009,1165,812,1009,1009,857,1471,774,1320,1320,1008,267,268,1243,267,229,267,268,1320
315,1009,1165,812,1009,1009,857,1471,774,1320,1320,1008,267,268,1243,267,229,267,268,1320,1009
1009,1165,812,1009,1009,857,1471,774,1320,1320,1008,267,268,1243,267,229,267,268,1320,1009,268
1165,812,1009,1009,857,1471,774,1320,1320,1008,267,268,1243,267,229,267,268,1320,1009,268,659
812,1009,1009,857,1471,774,1320,1320,1008,267,268,1243,267,229,267,268,1320,1009,268,659,237
1009,1009,857,1471,774,1320,1320,1008,267,268,1243,267,229,267,268,1320,1009,268,659,237,1320
1009,857,1471,774,1320,1320,1008,267,268,1243,267,229,267,268,1320,1009,268,659,237,1320,156
857,1471,774,1320,1320,1008,267,268,1243,267,229,267,268,1320,1009,268,659,237,1320,156,1009
1471,774,1320,1320,1008,267,268,1243,267,229,267,268,1320,1009,268,659,237,1320,156,1009,1087
774,1320,1320,1008,267,268,1243,267,229,267,268,1320,1009,268,659,237,1320,156,1009,1087,39
1320,1320,1008,267,268,1243,267,229,267,268,1320,1009,268,659,237,1320,156,1009,1087,39,812
1320,1008,267,268,1243,267,229,267,268,1320,1009,268,659,237,1320,156,1009,1087,39,812,87
1008,267,268,1243,267,229,267,268,1320,1009,268,659,237,1320,156,1009,1087,39,812,87,807
267,268,1243,267,229,267,268,1320,1009,268,659,237,1320,156,1009,1087,39,812,87,807,1009
268,1243,267,229,267,268,1320,1009,268,659,237,1320,156,1009,1087,39,812,87,807,1009,1009
1243,267,229,267,268,1320,1009,268,659,237,1320,156,1009,1087,39,812,87,807,1009,1009,971
267,229,267,268,1320,1009,268,659,237,1320,156,1009,1087,39,812,87,807,1009,1009,971,735
229,267,268,1320,1009,268,659,237,1320,156,1009,1087,39,812,87,807,1009,1009,971,735,4
267,268,1320,1009,268,659,237,1320,156,1009,1087,39,812,87,807,1009,1009,971,735,4,314
268,1320,1009,268,659,237,1320,156,1009,1087,39,812,87,807,1009,1009,971,735,4,314,1009
1320,1009,268,659,237,1320,156,1009,1087,39,812,87,807,1009,1009,971,735,4,314,1009,1347
1009,268,659,237,1320,156,1009,1087,39,812,87,807,1009,1009,971,735,4,314,1009,1347,1396
268,659,237,1320,156,1009,1087,39,812,87,807,1009,1009,971,735,4,314,1009,1347,1396,308
659,237,1320,156,1009,1087,39,812,87,807,1009,1009,971,735,4,314,1009,1347,1396,308,162
237,1320,156,1009,1087,39,812,87,807,1009,1009,971,735,4,314,1009,1347,1396,308,162,1324
1320,156,1009,1087,39,812,87,807,1009,1009,971,735,4,314,1009,1347,1396,308,162,1324,810
156,1009,1087,39,812,87,807,1009,1009,971,735,4,314,1009,1347,1396,308,162,1324,810,1009
1009,1087,39,812,87,807,1009,1009,971,735,4,314,1009,1347,1396,308,162,1324,810,1009,79
1087,39,812,87,807,1009,1009,971,735,4,314,1009,1347,1396,308,162,1324,810,1009,79,79
39,812,87,807,1009,1009,971,735,4,314,1009,1347,1396,308,162,1324,810,1009,79,79,314
812,87,807,1009,1009,971,735,4,314,1009,1347,1396,308,162,1324,810,1009,79,79,314,1009
87,807,1009,1009,971,735,4,314,1009,1347,1396,308,162,1324,810,1009,79,79,314,1009,1002
807,1009,1009,971,735,4,314,1009,1347,1396,308,162,1324,810,1009,79,79,314,1009,1002,77
1009,1009,971,735,4,314,1009,1347,1396,308,162,1324,810,1009,79,79,314,1009,1002,77,810
1009,971,735,4,314,1009,1347,1396,308,162,1324,810,1009,79,79,314,1009,1002,77,810,1394
971,735,4,314,1009,1347,1396,308,162,1324,810,1009,79,79,314,1009,1002,77,810,1394,884
735,4,314,1009,1347,1396,308,162,1324,810,1009,79,79,314,1009,1002,77,810,1394,884,1167
4,314,1009,1347,1396,308,162,1324,810,1009,79,79,314,1009,1002,77,810,1394,884,1167,1046
314,1009,1347,1396,308,162,1324,810,1009,79,79,314,1009,1002,77,810,1394,884,1167,1046,270
1009,1347,1396,308,162,1324,810,1009,79,79,314,1009,1002,77,810,1394,884,1167,1046,270,1008
1347,1396,308,162,1324,810,1009,79,79,314,1009,1002,77,810,1394,884,1167,1046,270,1008,501
1396,308,162,1324,810,1009,79,79,314,1009,1002,77,810,1394,884,1167,1046,270,1008,501,614
308,162,1324,810,1009,79,79,314,1009,1002,77,810,1394,884,1167,1046,270,1008,501,614,1223
162,1324,810,1009,79,79,314,1009,1002,77,810,1394,884,1167,1046,270,1008,501,614,1223,1009
1324,810,1009,79,79,314,1009,1002,77,810,1394,884,1167,1046,270,1008,501,614,1223,1009,1223
810,1009,79,79,314,1009,1002,77,810,1394,884,1167,1046,270,1008,501,614,1223,1009,1223,737
1009,79,79,314,1009,1002,77,810,1394,884,1167,1046,270,1008,501,614,1223,1009,1223,737,1008
79,79,314,1009,1002,77,810,1394,884,1167,1046,270,1008,501,614,1223,1009,1223,737,1008,276
79,314,1009,1002,77,810,1394,884,1167,1046,270,1008,501,614,1223,1009,1223,737,1008,276,1008
314,1009,1002,77,810,1394,884,1167,1046,270,1008,501,614,1223,1009,1223,737,1008,276,1008,118
1009,1002,77,810,1394,884,1167,1046,270,1008,501,614,1223,1009,1223,737,1008,276,1008,118,1008
1002,77,810,1394,884,1167,1046,270,1008,501,614,1223,1009,1223,737,1008,276,1008,118,1008,231
77,810,1394,884,1167,1046,270,1008,501,614,1223,1009,1223,737,1008,276,1008,118,1008,231,895
810,1394,884,1167,1046,270,1008,501,614,1223,1009,1223,737,1008,276,1008,118,1008,231,895,1001
1394,884,1167,1046,270,1008,501,614,1223,1009,1223,737,1008,276,1008,118,1008,231,895,1001,195
884,1167,1046,270,1008,501,614,1223,1009,1223,737,1008,276,1008,118,1008,231,895,1001,195,115
1167,1046,270,1008,501,614,1223,1009,1223,737,1008,276,1008,118,1008,231,895,1001,195,115,1288
1046,270,1008,501,614,1223,1009,1223,737,1008,276,1008,118,1008,231,895,1001,195,115,1288,1288
270,1008,501,614,1223,1009,1223,737,1008,276,1008,118,1008,231,895,1001,195,115,1288,1288,47
1008,501,614,1223,1009,1223,737,1008,276,1008,118,1008,231,895,1001,195,115,1288,1288,47,1001
501,614,1223,1009,1223,737,1008,276,1008,118,1008,231,895,1001,195,115,1288,1288,47,1001,968
614,1223,1009,1223,737,1008,276,1008,118,1008,231,895,1001,195,115,1288,1288,47,1001,968,277
1223,1009,1223,737,1008,276,1008,118,1008,231,895,1001,195,115,1288,1288,47,1001,968,277,11
1009,1223,737,1008,276,1008,118,1008,231,895,1001,195,115,1288,1288,47,1001,968,277,11,971
1223,737,1008,276,1008,118,1008,231,895,1001,195,115,1288,1288,47,1001,968,277,11,971,613
737,1008,276,1008,118,1008,231,895,1001,195,115,1288,1288,47,1001,968,277,11,971,613,1084
1008,276,1008,118,1008,231,895,1001,195,115,1288,1288,47,1001,968,277,11,971,613,1084,806
276,1008,118,1008,231,895,1001,195,115,1288,1288,47,1001,968,277,11,971,613,1084,806,1362
1008,118,1008,231,895,1001,195,115,1288,1288,47,1001,968,277,11,971,613,1084,806,1362,1358
118,1008,231,895,1001,195,115,1288,1288,47,1001,968,277,11,971,613,1084,806,1362,1358,1326
1008,231,895,1001,195,115,1288,1288,47,1001,968,277,11,971,613,1084,806,1362,1358,1326,465
231,895,1001,195,115,1288,1288,47,1001,968,277,11,971,613,1084,806,1362,1358,1326,465,1080
895,1001,195,115,1288,1288,47,1001,968,277,11,971,613,1084,806,1362,1358,1326,465,1080,1008
1001,195,115,1288,1288,47,1001,968,277,11,971,613,1084,806,1362,1358,1326,465,1080,1008,614
195,115,1288,1288,47,1001,968,277,11,971,613,1084,806,1362,1358,1326,465,1080,1008,614,347
115,1288,1288,47,1001,968,277,11,971,613,1084,806,1362,1358,1326,465,1080,1008,614,347,79
1288,1288,47,1001,968,277,11,971,613,1084,806,1362,1358,1326,465,1080,1008,614,347,79,732
1288,47,1001,968,277,11,971,613,1084,806,1362,1358,1326,465,1080,1008,614,347,79,732,199
47,1001,968,277,11,971,613,1084,806,1362,1358,1326,465,1080,1008,614,347,79,732,199,162
1001,968,277,11,971,613,1084,806,1362,1358,1326,465,1080,1008,614,347,79,732,199,162,1009
968,277,11,971,613,1084,806,1362,1358,1326,465,1080,1008,614,347,79,732,199,162,1009,197
277,11,971,613,1084,806,1362,1358,1326,465,1080,1008,614,347,79,732,199,162,1009,197,970
11,971,613,1084,806,1362,1358,1326,465,1080,1008,614,347,79,732,199,162,1009,197,970,234
971,613,1084,806,1362,1358,1326,465,1080,1008,614,347,79,732,199,162,1009,197,970,234,809
613,1084,806,1362,1358,1326,465,1080,1008,614,347,79,732,199,162,1009,197,970,234,809,1009
1084,806,1362,1358,1326,465,1080,1008,614,347,79,732,199,162,1009,197,970,234,809,1009,888
806,1362,1358,1326,465,1080,1008,614,347,79,732,199,162,1009,197,970,234,809,1009,888,768
1362,1358,1326,465,1080,1008,614,347,79,732,199,162,1009,197,970,234,809,1009,888,768,199
1358,1326,465,1080,1008,614,347,79,732,199,162,1009,197,970,234,809,1009,888,768,199,951
1326,465,1080,1008,614,347,79,732,199,162,1009,197,970,234,809,1009,888,768,199,951,971
465,1080,1008,614,347,79,732,199,162,1009,197,970,234,809,1009,888,768,199,951,971,89
1080,1008,614,347,79,732,199,162,1009,197,970,234,809,1009,888,768,199,951,971,89,1508
1008,614,347,79,732,199,162,1009,197,970,234,809,1009,888,768,199,951,971,89,1508,83
614,347,79,732,199,162,1009,197,970,234,809,1009,888,768,199,951,971,89,1508,83,883
347,79,732,199,162,1009,197,970,234,809,1009,888,768,199,951,971,89,1508,83,883,1009
79,732,199,162,1009,197,970,234,809,1009,888,768,199,951,971,89,1508,83,883,1009,971
732,199,162,1009,197,970,234,809,1009,888,768,199,951,971,89,1508,83,883,1009,971,203
199,162,1009,197,970,234,809,1009,888,768,199,951,971,89,1508,83,883,1009,971,203,79
162,1009,197,970,234,809,1009,888,768,199,951,971,89,1508,83,883,1009,971,203,79,1009
1009,197,970,234,809,1009,888,768,199,951,971,89,1508,83,883,1009,971,203,79,1009,971
197,970,234,809,1009,888,768,199,951,971,89,1508,83,883,1009,971,203,79,1009,971,813
970,234,809,1009,888,768,199,951,971,89,1508,83,883,1009,971,203,79,1009,971,813,1075
234,809,1009,888,768,199,951,971,89,1508,83,883,1009,971,203,79,1009,971,813,1075,735
809,1009,888,768,199,951,971,89,1508,83,883,1009,971,203,79,1009,971,813,1075,735,971
1009,888,768,199,951,971,89,1508,83,883,1009,971,203,79,1009,971,813,1075,735,971,89
888,768,199,951,971,89,1508,83,883,1009,971,203,79,1009,971,813,1075,735,971,89,239
768,199,951,971,89,1508,83,883,1009,971,203,79,1009,971,813,1075,735,971,89,239,120
199,951,971,89,1508,83,883,1009,971,203,79,1009,971,813,1075,735,971,89,239,120,1009
951,971,89,1508,83,883,1009,971,203,79,1009,971,813,1075,735,971,89,239,120,1009,1087
971,89,1508,83,883,1009,971,203,79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008
89,1508,83,883,1009,971,203,79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008
1508,83,883,1009,971,203,79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159
83,883,1009,971,203,79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223
883,1009,971,203,79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239
1009,971,203,79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032
971,203,79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660
203,79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813
79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660
1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276
971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660
813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009
1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008
735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008
971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314
89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282
239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009
120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972
1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009
1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233
1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232
1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814
159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468
1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008
239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126
1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008
660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276
813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009
660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971
276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971
660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971
1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011
1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315
1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778
314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779
1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501
1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008
972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009
1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779
233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236
232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779
814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779
1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779
1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779
126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779
1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073
276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035
1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035
971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308
971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008
971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971
1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200
315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884
778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008
779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971
501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971
1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039
1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971
779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87
236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008
779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282
779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396
779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848
779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347
779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963
1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508
1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471
1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156
308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812
1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971
971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275
200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853
884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159
1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387
971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970
971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931
1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971
971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277
87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008
1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276
1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659
1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230
848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279
347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279
963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009
1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730
