0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084
200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307
1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4
426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779
389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971
1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008
1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084
427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008
1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697
746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620
41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276
78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275
78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276
79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276
732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746
276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994
6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009
1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003
1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746
1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42
1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970
767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008
276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922
86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008
1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466
1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008
1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466
240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746
1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963
315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466
971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009
652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008
1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746
203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235
746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235
813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235
1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235
539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746
1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119
307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312
4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009
779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009
971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196
1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882
1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275
1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234
697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857
620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922
276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973
1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538
276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428
276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89
746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463
994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008
1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313
1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86
746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425
42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470
970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244
1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070
922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244
1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973
466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9
1008,466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042
466,746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388
746,963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278
963,466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971
466,1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046
1009,1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008
1008,746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960
746,235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008
235,235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79
235,235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071
235,235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008
235,746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008
746,1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235
1119,1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008
1312,1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48
1009,1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733
1009,196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008
196,882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001
882,1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114
1275,234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009
234,857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660
857,922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660
922,973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660
973,538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4
538,428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810
428,89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045
89,1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009
1463,1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008
1008,1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49
1313,86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922
86,425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884
425,1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690
1470,1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008
1244,1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156
1070,1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008
1244,973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008
973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008
9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613
1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971
1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201
1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000
971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690
1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165
1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157
960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009
1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238
79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008
1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009
1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935
1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812
235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008
1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008
48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423
733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009
1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845
1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233
1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269
1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306
660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465
660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008
660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773
4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615
810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276
1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221
1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195
1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3
49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236
922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845
884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008
690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882
1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971
156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971,1008
1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971,1008,1065
1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971,1008,1065,734
1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971,1008,1065,734,1009
613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971,1008,1065,734,1009,1080
971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971,1008,1065,734,1009,1080,1009
201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971,1008,1065,734,1009,1080,1009,238
1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971,1008,1065,734,1009,1080,1009,238,883
690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971,1008,1065,734,1009,1080,1009,238,883,883
1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971,1008,1065,734,1009,1080,1009,238,883,883,1385
157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971,1008,1065,734,1009,1080,1009,238,883,883,1385,1037
1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971,1008,1065,734,1009,1080,1009,238,883,883,1385,1037,1008
238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971,1008,1065,734,1009,1080,1009,238,883,883,1385,1037,1008,1008
