0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814
971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468
813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008
1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126
735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008
971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276
89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009
239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971
120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971
1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971
1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011
1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315
1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778
159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779
1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501
239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008
1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009
660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779
813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236
660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779
276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779
660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779
1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779
1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779
1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073
314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035
1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035
1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308
972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008
1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971
233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200
232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884
814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008
1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971
1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971
126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039
1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971
276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87
1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008
971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282
971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396
971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848
1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347
315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963
778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508
779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471
501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156
1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812
1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971
779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275
236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853
779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159
779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387
779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970
779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931
779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971
1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277
1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008
1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276
308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659
1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230
971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279
200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279
884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009
1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730
971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009
971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009
1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883
971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77
87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918
1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277
1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156
1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037
848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009
347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195
963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237
1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009
1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308
156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217
812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009
971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970
275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008
853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329
159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81
387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009
970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276
931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008
971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231
277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008
1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846
276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971
659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461
230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461
1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358
1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008
1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009
730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009
1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270
1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461
883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461
77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237
918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276
1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52
156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034
1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11
1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009
195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200
1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347
1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425
308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001
1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3
1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276
970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845
1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352
1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008
81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239
1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734
276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009
1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009
231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884
1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008
846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83
971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313
461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885
461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655
1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277
1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971
1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655
1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971
270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322
461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008
461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849
237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318
276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423
52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539
1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773
11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189
1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196
200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009
1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971
425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156
1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971
3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971
276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125
845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879
352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009
1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87
239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005
734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971
1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691
1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275
884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048
1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737
83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81
313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737
885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009
655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857
1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276
971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884
655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691
971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277
1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041
1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264
849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048
1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010
423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011
539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008
773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239
1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159
196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009
1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737
971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011
156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008
971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958
971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009
125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087
