0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1008,614,347,79,732,199,162,1009,197,970,234,809,1009,888,768,199,951,971,89,1508,83,883
614,347,79,732,199,162,1009,197,970,234,809,1009,888,768,199,951,971,89,1508,83,883,1009
347,79,732,199,162,1009,197,970,234,809,1009,888,768,199,951,971,89,1508,83,883,1009,971
79,732,199,162,1009,197,970,234,809,1009,888,768,199,951,971,89,1508,83,883,1009,971,203
732,199,162,1009,197,970,234,809,1009,888,768,199,951,971,89,1508,83,883,1009,971,203,79
199,162,1009,197,970,234,809,1009,888,768,199,951,971,89,1508,83,883,1009,971,203,79,1009
162,1009,197,970,234,809,1009,888,768,199,951,971,89,1508,83,883,1009,971,203,79,1009,971
1009,197,970,234,809,1009,888,768,199,951,971,89,1508,83,883,1009,971,203,79,1009,971,813
197,970,234,809,1009,888,768,199,951,971,89,1508,83,883,1009,971,203,79,1009,971,813,1075
970,234,809,1009,888,768,199,951,971,89,1508,83,883,1009,971,203,79,1009,971,813,1075,735
234,809,1009,888,768,199,951,971,89,1508,83,883,1009,971,203,79,1009,971,813,1075,735,971
809,1009,888,768,199,951,971,89,1508,83,883,1009,971,203,79,1009,971,813,1075,735,971,89
1009,888,768,199,951,971,89,1508,83,883,1009,971,203,79,1009,971,813,1075,735,971,89,239
888,768,199,951,971,89,1508,83,883,1009,971,203,79,1009,971,813,1075,735,971,89,239,120
768,199,951,971,89,1508,83,883,1009,971,203,79,1009,971,813,1075,735,971,89,239,120,1009
199,951,971,89,1508,83,883,1009,971,203,79,1009,971,813,1075,735,971,89,239,120,1009,1087
951,971,89,1508,83,883,1009,971,203,79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008
971,89,1508,83,883,1009,971,203,79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008
89,1508,83,883,1009,971,203,79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159
1508,83,883,1009,971,203,79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223
83,883,1009,971,203,79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239
883,1009,971,203,79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032
1009,971,203,79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660
971,203,79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813
203,79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660
79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276
1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660
971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009
813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008
1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008
735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314
971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282
89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009
239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972
120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009
1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233
1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232
1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814
1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468
159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008
1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126
239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008
1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276
660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009
813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971
660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971
276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971
660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011
1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315
1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778
1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779
314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501
1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008
1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009
972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779
1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236
233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779
232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779
814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779
1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779
1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779
126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073
1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035
276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035
1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308
971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008
971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971
971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200
1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884
315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008
778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971
779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971
501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039
1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971
1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87
779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008
236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282
779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396
779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848
779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347
779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963
779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508
1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471
1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156
1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812
308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971
1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275
971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853
200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159
884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387
1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970
971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931
971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971
1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277
971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008
87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276
1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659
1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230
1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279
848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279
347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009
963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730
1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009
1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009
156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883
812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77
971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918
275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277
853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156
159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037
387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009
970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195
931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237
971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009
277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308
1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217
276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009
659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970
230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008
1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329
1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81
1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009
730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276
1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008
1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231
883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008
77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846
918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971
1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461
156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461
1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358
1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008
195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009
1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009
1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270
308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461
1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461
1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237
970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276
1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52
1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034
81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11
1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009
276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200
1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347
231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425
1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001
846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3
971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276
461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845
461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352
1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008
1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239
1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734
1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009
270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009
461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884
461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008
237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83
276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313
52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885
1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655
11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277
1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971
200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655
1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971
425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322
1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008
3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849
276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318
845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423
352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539
1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773
239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189
734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196
1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009
1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971
884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156
1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971
83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971
313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125
885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879
655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009
1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87
971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005
655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971
971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691
1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275
1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048
849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737
1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81
423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737
539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009
773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857
1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276
196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884
1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691
971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277
156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041
971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264
971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048
125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010
879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011
1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008
87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239
1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159
971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009
691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737
275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011
1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008
737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958
81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009
737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087
1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812
857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000
1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883
884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241
691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811
277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971
1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971
1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238
1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384
1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112
1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193
1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888
239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78
159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316
1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009
737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347
1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971
1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886
958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009
1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971
1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276
812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971
1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971
883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008
1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049
811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008
971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768
971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805
238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806
384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768
1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806
193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971
888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259
78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009
316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739
1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855
347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009
971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203
886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583
1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118
971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2
276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008
971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275
971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652
1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658
1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276
1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009
768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849
805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359
806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970
768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970,423
806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970,423,819
971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970,423,819,276
1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970,423,819,276,1009
