0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1118,2,1008,275,652,658,276,1009,849,1359,970,423,819,276,1009,350,1008
2,1008,275,652,658,276,1009,849,1359,970,423,819,276,1009,350,1008,970
1008,275,652,658,276,1009,849,1359,970,423,819,276,1009,350,1008,970,971
275,652,658,276,1009,849,1359,970,423,819,276,1009,350,1008,970,971,276
652,658,276,1009,849,1359,970,423,819,276,1009,350,1008,970,971,276,857
658,276,1009,849,1359,970,423,819,276,1009,350,1008,970,971,276,857,314
276,1009,849,1359,970,423,819,276,1009,350,1008,970,971,276,857,314,15
1009,849,1359,970,423,819,276,1009,350,1008,970,971,276,857,314,15,995
849,1359,970,423,819,276,1009,350,1008,970,971,276,857,314,15,995,164
1359,970,423,819,276,1009,350,1008,970,971,276,857,314,15,995,164,1000
970,423,819,276,1009,350,1008,970,971,276,857,314,15,995,164,1000,1000
423,819,276,1009,350,1008,970,971,276,857,314,15,995,164,1000,1000,276
819,276,1009,350,1008,970,971,276,857,314,15,995,164,1000,1000,276,971
276,1009,350,1008,970,971,276,857,314,15,995,164,1000,1000,276,971,1009
1009,350,1008,970,971,276,857,314,15,995,164,1000,1000,276,971,1009,883
350,1008,970,971,276,857,314,15,995,164,1000,1000,276,971,1009,883,236
1008,970,971,276,857,314,15,995,164,1000,1000,276,971,1009,883,236,1009
970,971,276,857,314,15,995,164,1000,1000,276,971,1009,883,236,1009,504
971,276,857,314,15,995,164,1000,1000,276,971,1009,883,236,1009,504,276
276,857,314,15,995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035
857,314,15,995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009
314,15,995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032
15,995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035
995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41
164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314
1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396
1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008
276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504
971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5
1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073
883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035
236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971
1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879
504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009
276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152
1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349
1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009
1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613
1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009
41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857
314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236
1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035
1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201
504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086
5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009
1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275
1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009
971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157
879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280
1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81
1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242
349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009
1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160
613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157
1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008
857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008
236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471
1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269
201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008
1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008
1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008
275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157
1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158
157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239
1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819
81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151
1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998
1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307
1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008
157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009
1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008
1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270
1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811
269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973
1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42
1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117
1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970
157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309
158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773
239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009
819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009
1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009
998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500
1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160
1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312
1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319
1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050
270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768
811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009
973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104
42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614
1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282
970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009
1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008
773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008
1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000
1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349
1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276
500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126
1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314
312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164
1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44
1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239
768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998
1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008
1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047
614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037
1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009
1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998
1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002
1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998
1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998
349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205
276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997
126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998
1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276
164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740
44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992
239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992,971
998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992,971,808
1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992,971,808,276
1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992,971,808,276,1009
1037,1009,998,1002,998,998,1205,997,998,276,740,992,971,808,276,1009,1000
1009,998,1002,998,998,1205,997,998,276,740,992,971,808,276,1009,1000,1277
998,1002,998,998,1205,997,998,276,740,992,971,808,276,1009,1000,1277,315
1002,998,998,1205,997,998,276,740,992,971,808,276,1009,1000,1277,315,1008
998,998,1205,997,998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430
998,1205,997,998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500
1205,997,998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009
997,998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850
998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855
276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314
740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231
992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117
971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234
808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009
276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009
1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128
1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009
1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233
315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276
1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008
1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008,1009
500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009
1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009,167
850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009,167,201
855,314,231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009,167,201,1009
314,231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009,167,201,1009,119
231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009,167,201,1009,119,845
117,234,1009,1009,1128,1009,233,276,1008,1009,1009,167,201,1009,119,845,923
234,1009,1009,1128,1009,233,276,1008,1009,1009,167,201,1009,119,845,923,193
1009,1009,1128,1009,233,276,1008,1009,1009,167,201,1009,119,845,923,193,88
1009,1128,1009,233,276,1008,1009,1009,167,201,1009,119,845,923,193,88,316
1128,1009,233,276,1008,1009,1009,167,201,1009,119,845,923,193,88,316,1009
1009,233,276,1008,1009,1009,167,201,1009,119,845,923,193,88,316,1009,971
233,276,1008,1009,1009,167,201,1009,119,845,923,193,88,316,1009,971,232
276,1008,1009,1009,167,201,1009,119,845,923,193,88,316,1009,971,232,276
1008,1009,1009,167,201,1009,119,845,923,193,88,316,1009,971,232,276,1009
1009,1009,167,201,1009,119,845,923,193,88,316,1009,971,232,276,1009,1424
1009,167,201,1009,119,845,923,193,88,316,1009,971,232,276,1009,1424,238
167,201,1009,119,845,923,193,88,316,1009,971,232,276,1009,1424,238,352
201,1009,119,845,923,193,88,316,1009,971,232,276,1009,1424,238,352,1236
1009,119,845,923,193,88,316,1009,971,232,276,1009,1424,238,352,1236,1008
119,845,923,193,88,316,1009,971,232,276,1009,1424,238,352,1236,1008,1009
845,923,193,88,316,1009,971,232,276,1009,1424,238,352,1236,1008,1009,1396
923,193,88,316,1009,971,232,276,1009,1424,238,352,1236,1008,1009,1396,277
193,88,316,1009,971,232,276,1009,1424,238,352,1236,1008,1009,1396,277,1226
88,316,1009,971,232,276,1009,1424,238,352,1236,1008,1009,1396,277,1226,773
316,1009,971,232,276,1009,1424,238,352,1236,1008,1009,1396,277,1226,773,1008
1009,971,232,276,1009,1424,238,352,1236,1008,1009,1396,277,1226,773,1008,692
971,232,276,1009,1424,238,352,1236,1008,1009,1396,277,1226,773,1008,692,1001
232,276,1009,1424,238,352,1236,1008,1009,1396,277,1226,773,1008,692,1001,162
276,1009,1424,238,352,1236,1008,1009,1396,277,1226,773,1008,692,1001,162,997
1009,1424,238,352,1236,1008,1009,1396,277,1226,773,1008,692,1001,162,997,1276
1424,238,352,1236,1008,1009,1396,277,1226,773,1008,692,1001,162,997,1276,48
238,352,1236,1008,1009,1396,277,1226,773,1008,692,1001,162,997,1276,48,1394
352,1236,1008,1009,1396,277,1226,773,1008,692,1001,162,997,1276,48,1394,1008
1236,1008,1009,1396,277,1226,773,1008,692,1001,162,997,1276,48,1394,1008,1009
1008,1009,1396,277,1226,773,1008,692,1001,162,997,1276,48,1394,1008,1009,314
1009,1396,277,1226,773,1008,692,1001,162,997,1276,48,1394,1008,1009,314,1009
1396,277,1226,773,1008,692,1001,162,997,1276,48,1394,1008,1009,314,1009,4
277,1226,773,1008,692,1001,162,997,1276,48,1394,1008,1009,314,1009,4,1009
1226,773,1008,692,1001,162,997,1276,48,1394,1008,1009,314,1009,4,1009,1244
773,1008,692,1001,162,997,1276,48,1394,1008,1009,314,1009,4,1009,1244,1244
1008,692,1001,162,997,1276,48,1394,1008,1009,314,1009,4,1009,1244,1244,1001
692,1001,162,997,1276,48,1394,1008,1009,314,1009,4,1009,1244,1244,1001,1001
1001,162,997,1276,48,1394,1008,1009,314,1009,4,1009,1244,1244,1001,1001,236
162,997,1276,48,1394,1008,1009,314,1009,4,1009,1244,1244,1001,1001,236,1442
997,1276,48,1394,1008,1009,314,1009,4,1009,1244,1244,1001,1001,236,1442,614
1276,48,1394,1008,1009,314,1009,4,1009,1244,1244,1001,1001,236,1442,614,1165
48,1394,1008,1009,314,1009,4,1009,1244,1244,1001,1001,236,1442,614,1165,971
1394,1008,1009,314,1009,4,1009,1244,1244,1001,1001,236,1442,614,1165,971,1164
1008,1009,314,1009,4,1009,1244,1244,1001,1001,236,1442,614,1165,971,1164,308
1009,314,1009,4,1009,1244,1244,1001,1001,236,1442,614,1165,971,1164,308,1001
314,1009,4,1009,1244,1244,1001,1001,236,1442,614,1165,971,1164,308,1001,1009
1009,4,1009,1244,1244,1001,1001,236,1442,614,1165,971,1164,308,1001,1009,809
4,1009,1244,1244,1001,1001,236,1442,614,1165,971,1164,308,1001,1009,809,276
1009,1244,1244,1001,1001,236,1442,614,1165,971,1164,308,1001,1009,809,276,1129
1244,1244,1001,1001,236,1442,614,1165,971,1164,308,1001,1009,809,276,1129,1008
1244,1001,1001,236,1442,614,1165,971,1164,308,1001,1009,809,276,1129,1008,276
1001,1001,236,1442,614,1165,971,1164,308,1001,1009,809,276,1129,1008,276,276
1001,236,1442,614,1165,971,1164,308,1001,1009,809,276,1129,1008,276,276,1035
236,1442,614,1165,971,1164,308,1001,1009,809,276,1129,1008,276,276,1035,850
1442,614,1165,971,1164,308,1001,1009,809,276,1129,1008,276,276,1035,850,1001
614,1165,971,1164,308,1001,1009,809,276,1129,1008,276,276,1035,850,1001,43
1165,971,1164,308,1001,1009,809,276,1129,1008,276,276,1035,850,1001,43,197
971,1164,308,1001,1009,809,276,1129,1008,276,276,1035,850,1001,43,197,117
1164,308,1001,1009,809,276,1129,1008,276,276,1035,850,1001,43,197,117,1119
308,1001,1009,809,276,1129,1008,276,276,1035,850,1001,43,197,117,1119,117
1001,1009,809,276,1129,1008,276,276,1035,850,1001,43,197,117,1119,117,1280
1009,809,276,1129,1008,276,276,1035,850,1001,43,197,117,1119,117,1280,42
809,276,1129,1008,276,276,1035,850,1001,43,197,117,1119,117,1280,42,807
276,1129,1008,276,276,1035,850,1001,43,197,117,1119,117,1280,42,807,117
1129,1008,276,276,1035,850,1001,43,197,117,1119,117,1280,42,807,117,813
1008,276,276,1035,850,1001,43,197,117,1119,117,1280,42,807,117,813,117
276,276,1035,850,1001,43,197,117,1119,117,1280,42,807,117,813,117,307
276,1035,850,1001,43,197,117,1119,117,1280,42,807,117,813,117,307,545
1035,850,1001,43,197,117,1119,117,1280,42,807,117,813,117,307,545,1388
850,1001,43,197,117,1119,117,1280,42,807,117,813,117,307,545,1388,158
1001,43,197,117,1119,117,1280,42,807,117,813,117,307,545,1388,158,80
43,197,117,1119,117,1280,42,807,117,813,117,307,545,1388,158,80,1008
197,117,1119,117,1280,42,807,117,813,117,307,545,1388,158,80,1008,1008
117,1119,117,1280,42,807,117,813,117,307,545,1388,158,80,1008,1008,466
1119,117,1280,42,807,117,813,117,307,545,1388,158,80,1008,1008,466,971
117,1280,42,807,117,813,117,307,545,1388,158,80,1008,1008,466,971,1009
1280,42,807,117,813,117,307,545,1388,158,80,1008,1008,466,971,1009,1205
42,807,117,813,117,307,545,1388,158,80,1008,1008,466,971,1009,1205,168
807,117,813,117,307,545,1388,158,80,1008,1008,466,971,1009,1205,168,1009
117,813,117,307,545,1388,158,80,1008,1008,466,971,1009,1205,168,1009,849
813,117,307,545,1388,158,80,1008,1008,466,971,1009,1205,168,1009,849,276
117,307,545,1388,158,80,1008,1008,466,971,1009,1205,168,1009,849,276,42
307,545,1388,158,80,1008,1008,466,971,1009,1205,168,1009,849,276,42,423
545,1388,158,80,1008,1008,466,971,1009,1205,168,1009,849,276,42,423,1282
1388,158,80,1008,1008,466,971,1009,1205,168,1009,849,276,42,423,1282,42
158,80,1008,1008,466,971,1009,1205,168,1009,849,276,42,423,1282,42,1043
80,1008,1008,466,971,1009,1205,168,1009,849,276,42,423,1282,42,1043,1166
1008,1008,466,971,1009,1205,168,1009,849,276,42,423,1282,42,1043,1166,1009
1008,466,971,1009,1205,168,1009,849,276,42,423,1282,42,1043,1166,1009,1243
466,971,1009,1205,168,1009,849,276,42,423,1282,42,1043,1166,1009,1243,1243
971,1009,1205,168,1009,849,276,42,423,1282,42,1043,1166,1009,1243,1243,307
1009,1205,168,1009,849,276,42,423,1282,42,1043,1166,1009,1243,1243,307,203
1205,168,1009,849,276,42,423,1282,42,1043,1166,1009,1243,1243,307,203,1224
168,1009,849,276,42,423,1282,42,1043,1166,1009,1243,1243,307,203,1224,1008
1009,849,276,42,423,1282,42,1043,1166,1009,1243,1243,307,203,1224,1008,312
849,276,42,423,1282,42,1043,1166,1009,1243,1243,307,203,1224,1008,312,1224
276,42,423,1282,42,1043,1166,1009,1243,1243,307,203,1224,1008,312,1224,1262
42,423,1282,42,1043,1166,1009,1243,1243,307,203,1224,1008,312,1224,1262,344
423,1282,42,1043,1166,1009,1243,1243,307,203,1224,1008,312,1224,1262,344,774
1282,42,1043,1166,1009,1243,1243,307,203,1224,1008,312,1224,1262,344,774,971
42,1043,1166,1009,1243,1243,307,203,1224,1008,312,1224,1262,344,774,971,276
1043,1166,1009,1243,1243,307,203,1224,1008,312,1224,1262,344,774,971,276,276
1166,1009,1243,1243,307,203,1224,1008,312,1224,1262,344,774,971,276,276,1008
1009,1243,1243,307,203,1224,1008,312,1224,1262,344,774,971,276,276,1008,847
1243,1243,307,203,1224,1008,312,1224,1262,344,774,971,276,276,1008,847,970
1243,307,203,1224,1008,312,1224,1262,344,774,971,276,276,1008,847,970,1030
307,203,1224,1008,312,1224,1262,344,774,971,276,276,1008,847,970,1030,12
203,1224,1008,312,1224,1262,344,774,971,276,276,1008,847,970,1030,12,1008
1224,1008,312,1224,1262,344,774,971,276,276,1008,847,970,1030,12,1008,276
1008,312,1224,1262,344,774,971,276,276,1008,847,970,1030,12,1008,276,809
312,1224,1262,344,774,971,276,276,1008,847,970,1030,12,1008,276,809,849
1224,1262,344,774,971,276,276,1008,847,970,1030,12,1008,276,809,849,344
1262,344,774,971,276,276,1008,847,970,1030,12,1008,276,809,849,344,269
344,774,971,276,276,1008,847,970,1030,12,1008,276,809,849,344,269,307
774,971,276,276,1008,847,970,1030,12,1008,276,809,849,344,269,307,845
971,276,276,1008,847,970,1030,12,1008,276,809,849,344,269,307,845,307
276,276,1008,847,970,1030,12,1008,276,809,849,344,269,307,845,307,307
276,1008,847,970,1030,12,1008,276,809,849,344,269,307,845,307,307,307
1008,847,970,1030,12,1008,276,809,849,344,269,307,845,307,307,307,1037
847,970,1030,12,1008,276,809,849,344,269,307,845,307,307,307,1037,269
970,1030,12,1008,276,809,849,344,269,307,845,307,307,307,1037,269,923
1030,12,1008,276,809,849,344,269,307,845,307,307,307,1037,269,923,971
12,1008,276,809,849,344,269,307,845,307,307,307,1037,269,923,971,345
1008,276,809,849,344,269,307,845,307,307,307,1037,269,923,971,345,345
276,809,849,344,269,307,845,307,307,307,1037,269,923,971,345,345,345
809,849,344,269,307,845,307,307,307,1037,269,923,971,345,345,345,345
849,344,269,307,845,307,307,307,1037,269,923,971,345,345,345,345,345
344,269,307,845,307,307,307,1037,269,923,971,345,345,345,345,345,306
269,307,845,307,307,307,1037,269,923,971,345,345,345,345,345,306,306
307,845,307,307,307,1037,269,923,971,345,345,345,345,345,306,306,769
845,307,307,307,1037,269,923,971,345,345,345,345,345,306,306,769,845
307,307,307,1037,269,923,971,345,345,345,345,345,306,306,769,845,971
307,307,1037,269,923,971,345,345,345,345,345,306,306,769,845,971,269
307,1037,269,923,971,345,345,345,345,345,306,306,769,845,971,269,269
1037,269,923,971,345,345,345,345,345,306,306,769,845,971,269,269,269
269,923,971,345,345,345,345,345,306,306,769,845,971,269,269,269,269
923,971,345,345,345,345,345,306,306,769,845,971,269,269,269,269,269
971,345,345,345,345,345,306,306,769,845,971,269,269,269,269,269,307
345,345,345,345,345,306,306,769,845,971,269,269,269,269,269,307,124
345,345,345,345,306,306,769,845,971,269,269,269,269,269,307,124,884
345,345,345,306,306,769,845,971,269,269,269,269,269,307,124,884,194
345,345,306,306,769,845,971,269,269,269,269,269,307,124,884,194,306
345,306,306,769,845,971,269,269,269,269,269,307,124,884,194,306,307
306,306,769,845,971,269,269,269,269,269,307,124,884,194,306,307,307
306,769,845,971,269,269,269,269,269,307,124,884,194,306,307,307,307
769,845,971,269,269,269,269,269,307,124,884,194,306,307,307,307,307
845,971,269,269,269,269,269,307,124,884,194,306,307,307,307,307,460
971,269,269,269,269,269,307,124,884,194,306,307,307,307,307,460,460
269,269,269,269,269,307,124,884,194,306,307,307,307,307,460,460,307
269,269,269,269,307,124,884,194,306,307,307,307,307,460,460,307,307
269,269,269,307,124,884,194,306,307,307,307,307,460,460,307,307,307
269,269,307,124,884,194,306,307,307,307,307,460,460,307,307,307,307
269,307,124,884,194,306,307,307,307,307,460,460,307,307,307,307,307
307,124,884,194,306,307,307,307,307,460,460,307,307,307,307,307,307
124,884,194,306,307,307,307,307,460,460,307,307,307,307,307,307,307
884,194,306,307,307,307,307,460,460,307,307,307,307,307,307,307,307
194,306,307,307,307,307,460,460,307,307,307,307,307,307,307,307,845
306,307,307,307,307,460,460,307,307,307,307,307,307,307,307,845,307
307,307,307,307,460,460,307,307,307,307,307,307,307,307,845,307,307
307,307,307,460,460,307,307,307,307,307,307,307,307,845,307,307,1008
307,307,460,460,307,307,307,307,307,307,307,307,845,307,307,1008,275
307,460,460,307,307,307,307,307,307,307,307,845,307,307,1008,275,79
460,460,307,307,307,307,307,307,307,307,845,307,307,1008,275,79,79
460,307,307,307,307,307,307,307,307,845,307,307,1008,275,79,79,117
307,307,307,307,307,307,307,307,845,307,307,1008,275,79,79,117,1008
307,307,307,307,307,307,307,845,307,307,1008,275,79,79,117,1008,269
307,307,307,307,307,307,845,307,307,1008,275,79,79,117,1008,269,1232
307,307,307,307,307,845,307,307,1008,275,79,79,117,1008,269,1232,1313
307,307,307,307,845,307,307,1008,275,79,79,117,1008,269,1232,1313,1186
307,307,307,845,307,307,1008,275,79,79,117,1008,269,1232,1313,1186,930
307,307,845,307,307,1008,275,79,79,117,1008,269,1232,1313,1186,930,1186
307,845,307,307,1008,275,79,79,117,1008,269,1232,1313,1186,930,1186,51
845,307,307,1008,275,79,79,117,1008,269,1232,1313,1186,930,1186,51,968
307,307,1008,275,79,79,117,1008,269,1232,1313,1186,930,1186,51,968,1008
307,1008,275,79,79,117,1008,269,1232,1313,1186,930,1186,51,968,1008,935
1008,275,79,79,117,1008,269,1232,1313,1186,930,1186,51,968,1008,935,1009
275,79,79,117,1008,269,1232,1313,1186,930,1186,51,968,1008,935,1009,1037
79,79,117,1008,269,1232,1313,1186,930,1186,51,968,1008,935,1009,1037,1281
79,117,1008,269,1232,1313,1186,930,1186,51,968,1008,935,1009,1037,1281,346
117,1008,269,1232,1313,1186,930,1186,51,968,1008,935,1009,1037,1281,346,1009
1008,269,1232,1313,1186,930,1186,51,968,1008,935,1009,1037,1281,346,1009,808
269,1232,1313,1186,930,1186,51,968,1008,935,1009,1037,1281,346,1009,808,89
1232,1313,1186,930,1186,51,968,1008,935,1009,1037,1281,346,1009,808,89,614
1313,1186,930,1186,51,968,1008,935,1009,1037,1281,346,1009,808,89,614,809
1186,930,1186,51,968,1008,935,1009,1037,1281,346,1009,808,89,614,809,848
930,1186,51,968,1008,935,1009,1037,1281,346,1009,808,89,614,809,848,808
1186,51,968,1008,935,1009,1037,1281,346,1009,808,89,614,809,848,808,808
51,968,1008,935,1009,1037,1281,346,1009,808,89,614,809,848,808,808,808
968,1008,935,1009,1037,1281,346,1009,808,89,614,809,848,808,808,808,808
1008,935,1009,1037,1281,346,1009,808,89,614,809,848,808,808,808,808,770
935,1009,1037,1281,346,1009,808,89,614,809,848,808,808,808,808,770,808
1009,1037,1281,346,1009,808,89,614,809,848,808,808,808,808,770,808,1009
1037,1281,346,1009,808,89,614,809,848,808,808,808,808,770,808,1009,1008
