0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
883,1009,971,203,79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009
1009,971,203,79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233
971,203,79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232
203,79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814
79,1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468
1009,971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008
971,813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126
813,1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008
1075,735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276
735,971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009
971,89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971
89,239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971
239,120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971
120,1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011
1009,1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315
1087,1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778
1008,1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779
1008,159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501
159,1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008
1223,239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009
239,1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779
1032,660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236
660,813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779
813,660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779
660,276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779
276,660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779
660,1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779
1009,1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073
1008,1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035
1008,314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035
314,1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308
1282,1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008
1009,972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971
972,1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200
1009,233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884
233,232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008
232,814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971
814,1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971
1468,1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039
1008,126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971
126,1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87
1008,276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008
276,1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282
1009,971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396
971,971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848
971,971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347
971,1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963
1011,315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508
315,778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471
778,779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156
779,501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812
501,1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971
1008,1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275
1009,779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853
779,236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159
236,779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387
779,779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970
779,779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931
779,779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971
779,779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277
779,1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008
1073,1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276
1035,1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659
1035,308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230
308,1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279
1008,971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279
971,200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009
200,884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730
884,1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009
1008,971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009
971,971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883
971,1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77
1039,971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918
971,87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277
87,1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156
1008,1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037
1282,1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009
1396,848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195
848,347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237
347,963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009
963,1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308
1508,1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217
1471,156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009
156,812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970
812,971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008
971,275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329
275,853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81
853,159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009
159,387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276
387,970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008
970,931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231
931,971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008
971,277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846
277,1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971
1008,276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461
276,659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461
659,230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358
230,1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008
1279,1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009
1279,1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009
1009,730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270
730,1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461
1009,1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461
1009,883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237
883,77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276
77,918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52
918,1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034
1277,156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11
156,1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009
1037,1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200
1009,195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347
195,1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425
1237,1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001
1009,308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3
308,1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276
1217,1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845
1009,970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352
970,1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008
1008,1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239
1329,81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734
81,1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009
1009,276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009
276,1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884
1008,231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008
231,1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83
1008,846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313
846,971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885
971,461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655
461,461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277
461,1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971
1358,1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655
1008,1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971
1009,1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322
1009,270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008
270,461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849
461,461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318
461,237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423
237,276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539
276,52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773
52,1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189
1034,11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196
11,1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009
1009,200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971
200,1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156
1347,425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971
425,1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971
1001,3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125
3,276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879
276,845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009
845,352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87
352,1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005
1008,239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971
239,734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691
734,1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275
1009,1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048
1009,884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737
884,1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81
1008,83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737
83,313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009
313,885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857
885,655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276
655,1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884
1277,971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691
971,655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277
655,971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041
971,1322,1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264
