0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
1008,1150,735,240,1008,747,1008,279,1008,746,922,813,308,385,308,1008,1008,857,1352,1008,1113,1113,1008,1008,653,994,1008,167,80
1150,735,240,1008,747,1008,279,1008,746,922,813,308,385,308,1008,1008,857,1352,1008,1113,1113,1008,1008,653,994,1008,167,80,197
735,240,1008,747,1008,279,1008,746,922,813,308,385,308,1008,1008,857,1352,1008,1113,1113,1008,1008,653,994,1008,167,80,197,1035
240,1008,747,1008,279,1008,746,922,813,308,385,308,1008,1008,857,1352,1008,1113,1113,1008,1008,653,994,1008,167,80,197,1035,1008
1008,747,1008,279,1008,746,922,813,308,385,308,1008,1008,857,1352,1008,1113,1113,1008,1008,653,994,1008,167,80,197,1035,1008,158
747,1008,279,1008,746,922,813,308,385,308,1008,1008,857,1352,1008,1113,1113,1008,1008,653,994,1008,167,80,197,1035,1008,158,1008
1008,279,1008,746,922,813,308,385,308,1008,1008,857,1352,1008,1113,1113,1008,1008,653,994,1008,167,80,197,1035,1008,158,1008,1074
279,1008,746,922,813,308,385,308,1008,1008,857,1352,1008,1113,1113,1008,1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074
1008,746,922,813,308,385,308,1008,1008,857,1352,1008,1113,1113,1008,1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008
746,922,813,308,385,308,1008,1008,857,1352,1008,1113,1113,1008,1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008
922,813,308,385,308,1008,1008,857,1352,1008,1113,1113,1008,1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008
813,308,385,308,1008,1008,857,1352,1008,1113,1113,1008,1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277
308,385,308,1008,1008,857,1352,1008,1113,1113,1008,1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312
385,308,1008,1008,857,1352,1008,1113,1113,1008,1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000
308,1008,1008,857,1352,1008,1113,1113,1008,1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90
1008,1008,857,1352,1008,1113,1113,1008,1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500
1008,857,1352,1008,1113,1113,1008,1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238
857,1352,1008,1113,1113,1008,1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156
1352,1008,1113,1113,1008,1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115
1008,1113,1113,1008,1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845
1113,1113,1008,1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269
1113,1008,1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162
1008,1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895
1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276
653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390
994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008
1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008
167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008
80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156
197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223
1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234
1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009
158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009
1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011
1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970
1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887
1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971
1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276
1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314
277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009
1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008
1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065
90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008
500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118
238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087
156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008
115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009
845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009
269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9
162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504
895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124
276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008
1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845
1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659
1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811
1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009
156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008
1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160
234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276
1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008
1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027
1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065
970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345
887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970
971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186
276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845
314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124
1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124
1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124
1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88
1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008
118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465
1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119
1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009
1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113
1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126
9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276
504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158
1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465
1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009
845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922
659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390
811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893
1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235
1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276
160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315
276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971
1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240
1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784
1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79
345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971
970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276
1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151
845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87
1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194
1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157
1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884
88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009
1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276
465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009
119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283
1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969
1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008
126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275
276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466
158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80
465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503
1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008
922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009
390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811
893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504
235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465
1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046
315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465
971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466
240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465
784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466
79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313
971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812
276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971
1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008
87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235
1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846
157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509
884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538
1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971
276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035
1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035
1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922
969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51
1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009
275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884
466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008
80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508
1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009
1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971
1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509
811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219
504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652
465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734
1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731
465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008
466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314
465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42
466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314
313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358
812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155
971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200
1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008
235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426
846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389
1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324
538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359
971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427
1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008
1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746
922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41
51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78
1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78
884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79
1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732
1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276
1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6
971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509
1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509
1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009
652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008
734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767
731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276
1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86
1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008
42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008
314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150
1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240
155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008
200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315
1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971
426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652
389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008
1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203
1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746
427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813
1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408
746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539
41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084
78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307
78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4
79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779
732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971
276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008
6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084
1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008
1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697
1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620
1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276
767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275
276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276
