0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1008,849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737
849,1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009
1318,423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857
423,539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276
539,773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884
773,1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691
1189,196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277
196,1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041
1009,971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264
971,156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048
156,971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010
971,971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011
971,125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008
125,879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239
879,1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159
1009,87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009
87,1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737
1005,971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011
971,691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008
691,275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958
275,1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009
1048,737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087
737,81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812
81,737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000
737,1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883
1009,857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241
857,1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811
1276,884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971
884,691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971
691,277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238
277,1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384
1041,1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112
1264,1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193
1048,1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888
1010,1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78
1011,1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316
1008,239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009
239,159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347
159,1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971
1009,737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886
737,1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009
1011,1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971
1008,958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276
958,1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971
1009,1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971
1087,812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008
812,1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049
1000,883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008
883,1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768
1241,811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805
811,971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806
971,971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768
971,238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806
238,384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971
384,1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259
1112,193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009
193,888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739
888,78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855
78,316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009
316,1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203
1009,347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583
347,971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118
971,886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2
886,1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008
1009,971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275
971,276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652
276,971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658
971,971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276
971,1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009
1008,1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849
1049,1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359
1008,768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970
768,805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970,423
805,806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970,423,819
806,768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970,423,819,276
768,806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970,423,819,276,1009
806,971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970,423,819,276,1009,350
971,1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970,423,819,276,1009,350,1008
1259,1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970,423,819,276,1009,350,1008,970
1009,739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970,423,819,276,1009,350,1008,970,971
739,855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970,423,819,276,1009,350,1008,970,971,276
855,1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970,423,819,276,1009,350,1008,970,971,276,857
1009,203,583,1118,2,1008,275,652,658,276,1009,849,1359,970,423,819,276,1009,350,1008,970,971,276,857,314
203,583,1118,2,1008,275,652,658,276,1009,849,1359,970,423,819,276,1009,350,1008,970,971,276,857,314,15
583,1118,2,1008,275,652,658,276,1009,849,1359,970,423,819,276,1009,350,1008,970,971,276,857,314,15,995
1118,2,1008,275,652,658,276,1009,849,1359,970,423,819,276,1009,350,1008,970,971,276,857,314,15,995,164
2,1008,275,652,658,276,1009,849,1359,970,423,819,276,1009,350,1008,970,971,276,857,314,15,995,164,1000
1008,275,652,658,276,1009,849,1359,970,423,819,276,1009,350,1008,970,971,276,857,314,15,995,164,1000,1000
275,652,658,276,1009,849,1359,970,423,819,276,1009,350,1008,970,971,276,857,314,15,995,164,1000,1000,276
652,658,276,1009,849,1359,970,423,819,276,1009,350,1008,970,971,276,857,314,15,995,164,1000,1000,276,971
658,276,1009,849,1359,970,423,819,276,1009,350,1008,970,971,276,857,314,15,995,164,1000,1000,276,971,1009
276,1009,849,1359,970,423,819,276,1009,350,1008,970,971,276,857,314,15,995,164,1000,1000,276,971,1009,883
1009,849,1359,970,423,819,276,1009,350,1008,970,971,276,857,314,15,995,164,1000,1000,276,971,1009,883,236
849,1359,970,423,819,276,1009,350,1008,970,971,276,857,314,15,995,164,1000,1000,276,971,1009,883,236,1009
1359,970,423,819,276,1009,350,1008,970,971,276,857,314,15,995,164,1000,1000,276,971,1009,883,236,1009,504
970,423,819,276,1009,350,1008,970,971,276,857,314,15,995,164,1000,1000,276,971,1009,883,236,1009,504,276
423,819,276,1009,350,1008,970,971,276,857,314,15,995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035
819,276,1009,350,1008,970,971,276,857,314,15,995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009
276,1009,350,1008,970,971,276,857,314,15,995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032
1009,350,1008,970,971,276,857,314,15,995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035
350,1008,970,971,276,857,314,15,995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41
1008,970,971,276,857,314,15,995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314
970,971,276,857,314,15,995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396
971,276,857,314,15,995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008
276,857,314,15,995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504
857,314,15,995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5
314,15,995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073
15,995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035
995,164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971
164,1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879
1000,1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009
1000,276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152
276,971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349
971,1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009
1009,883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613
883,236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009
236,1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857
1009,504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236
504,276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035
276,1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201
1035,1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086
1009,1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009
1032,1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275
1035,41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009
41,314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157
314,1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280
1396,1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81
1008,504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242
504,5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009
5,1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160
1073,1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157
1035,971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008
971,879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008
879,1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471
1009,1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269
1152,349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008
349,1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008
1009,613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008
613,1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157
1009,857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158
857,236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239
236,1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819
1035,201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151
201,1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998
1086,1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307
1009,275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008
275,1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009
1009,157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008
157,1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270
1280,81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811
81,1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973
1242,1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42
1009,1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117
1160,157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970
157,1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309
1008,1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773
1008,1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009
1471,269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009
269,1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009
1008,1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500
1008,1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160
1008,157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312
157,158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319
158,239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050
239,819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768
819,1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009
1151,998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104
998,1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614
1307,1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282
1008,1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009
1009,1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008
1008,270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008
270,811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000
811,973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349
973,42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276
42,1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126
1117,970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314
970,1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164
1309,773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44
773,1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239
1009,1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998
1009,1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008
1009,500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047
500,1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037
1160,312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009
312,1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998
1319,1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002
1050,768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998
768,1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998
1009,1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205
1104,614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997
614,1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998
1282,1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276
1009,1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740
1008,1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992
1008,1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992,971
1000,349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992,971,808
349,276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992,971,808,276
276,126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992,971,808,276,1009
126,1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992,971,808,276,1009,1000
1314,164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992,971,808,276,1009,1000,1277
164,44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992,971,808,276,1009,1000,1277,315
44,239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992,971,808,276,1009,1000,1277,315,1008
239,998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430
998,1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500
1008,1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009
1047,1037,1009,998,1002,998,998,1205,997,998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850
1037,1009,998,1002,998,998,1205,997,998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855
1009,998,1002,998,998,1205,997,998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314
998,1002,998,998,1205,997,998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231
1002,998,998,1205,997,998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117
998,998,1205,997,998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234
998,1205,997,998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009
1205,997,998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009
997,998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128
998,276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009
276,740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233
740,992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276
992,971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008
971,808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008,1009
808,276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009
276,1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009,167
1009,1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009,167,201
1000,1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009,167,201,1009
1277,315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009,167,201,1009,119
315,1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009,167,201,1009,119,845
1008,1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009,167,201,1009,119,845,923
1430,500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009,167,201,1009,119,845,923,193
500,1009,850,855,314,231,117,234,1009,1009,1128,1009,233,276,1008,1009,1009,167,201,1009,119,845,923,193,88
