0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
52,1008,267,1395,1187,200,1009,1009,233,162,1008,652,1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008
1008,267,1395,1187,200,1009,1009,233,162,1008,652,1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973
267,1395,1187,200,1009,1009,233,162,1008,652,1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008
1395,1187,200,1009,1009,233,162,1008,652,1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000
1187,200,1009,1009,233,162,1008,652,1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812
200,1009,1009,233,162,1008,652,1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008
1009,1009,233,162,1008,652,1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231
1009,233,162,1008,652,1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206
233,162,1008,652,1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276
162,1008,652,1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008
1008,652,1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046
652,1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89
1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269
268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735
583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968
1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621
1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312
1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124
80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241
577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008
1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008
1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268
118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855
1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008
158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276
971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921
1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009
1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066
11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067
894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067
1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239
973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196
1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999
1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029
812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78
1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223
231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236
1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268
276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268
1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971
1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276
89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694
269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205
735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276
968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223
621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162
312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773
124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008
241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79
1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971
1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971
268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203
855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970
1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035
276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463
921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125
1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575
1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857
1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885
1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884
239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960
196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462
999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346
1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970
78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543
1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236
236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008
268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120
268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034
971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035
276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008
694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971
1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49
276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157
1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267
162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267
773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4
1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268
79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008
971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268
971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11
203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443
970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970
1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197
463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429
125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389
575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167
857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008
885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50
884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690
960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736
462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049
346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434
970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233
543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008
236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79
1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885
1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884
1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000
1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009
1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120
971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472
49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009
157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157
267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884
267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278
4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885
268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884
1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885
268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884
11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310
1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845
970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268
197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008
429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009
389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113
167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202
1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194
50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276
690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693
736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125
1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698
1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888
233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008
1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008
79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009
885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037
884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812
1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191
1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030
120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118
1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461
1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009
157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009
884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308
278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009
885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267
884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970
885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162
884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82
1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613
845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009
268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030
1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990
1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971
1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998
202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267
194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156
276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812
693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389
125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433
698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152
888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810
1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222
1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222
1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735
1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812
812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971
191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849
1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652
118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969
461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199
1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009
1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027
308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046
1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163
267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308
970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282
162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164
82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461
613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197
1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2
1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009
990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009
971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501
998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384
267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383
156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394
812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270
389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008
1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971
1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202
810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52
1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699
1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008
735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162
812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884
971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42
849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3
652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008
969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80
