0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
973,9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660
9,1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660
1042,1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660
1388,1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4
1278,971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810
971,1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045
1046,1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009
1008,960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008
960,1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49
1008,79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922
79,1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884
1071,1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690
1008,1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008
1008,235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156
235,1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008
1008,48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008
48,733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008
733,1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613
1008,1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971
1001,1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201
1114,1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000
1009,660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690
660,660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165
660,660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157
660,4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009
4,810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238
810,1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008
1045,1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009
1009,1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935
1008,49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812
49,922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008
922,884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008
884,690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423
690,1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009
1008,156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845
156,1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233
1008,1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269
1008,1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306
1008,613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465
613,971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008
971,201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773
201,1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615
1000,690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276
690,1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221
1165,157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195
157,1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3
1009,238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236
238,1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845
1008,1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008
1009,935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882
935,812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971
812,1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971,1008
1008,1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971,1008,1065
1008,423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971,1008,1065,734
423,1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971,1008,1065,734,1009
1009,845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971,1008,1065,734,1009,1080
845,233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971,1008,1065,734,1009,1080,1009
233,269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971,1008,1065,734,1009,1080,1009,238
269,306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971,1008,1065,734,1009,1080,1009,238,883
306,465,1008,773,615,276,1221,195,3,236,845,1008,882,971,1008,1065,734,1009,1080,1009,238,883,883
465,1008,773,615,276,1221,195,3,236,845,1008,882,971,1008,1065,734,1009,1080,1009,238,883,883,1385
1008,773,615,276,1221,195,3,236,845,1008,882,971,1008,1065,734,1009,1080,1009,238,883,883,1385,1037
773,615,276,1221,195,3,236,845,1008,882,971,1008,1065,734,1009,1080,1009,238,883,883,1385,1037,1008
615,276,1221,195,3,236,845,1008,882,971,1008,1065,734,1009,1080,1009,238,883,883,1385,1037,1008,1008
276,1221,195,3,236,845,1008,882,971,1008,1065,734,1009,1080,1009,238,883,883,1385,1037,1008,1008,345
1221,195,3,236,845,1008,882,971,1008,1065,734,1009,1080,1009,238,883,883,1385,1037,1008,1008,345,4
195,3,236,845,1008,882,971,1008,1065,734,1009,1080,1009,238,883,883,1385,1037,1008,1008,345,4,1009
3,236,845,1008,882,971,1008,1065,734,1009,1080,1009,238,883,883,1385,1037,1008,1008,345,4,1009,1165
236,845,1008,882,971,1008,1065,734,1009,1080,1009,238,883,883,1385,1037,1008,1008,345,4,1009,1165,974
845,1008,882,971,1008,1065,734,1009,1080,1009,238,883,883,1385,1037,1008,1008,345,4,1009,1165,974,165
1008,882,971,1008,1065,734,1009,1080,1009,238,883,883,1385,1037,1008,1008,345,4,1009,1165,974,165,575
882,971,1008,1065,734,1009,1080,1009,238,883,883,1385,1037,1008,1008,345,4,1009,1165,974,165,575,194
971,1008,1065,734,1009,1080,1009,238,883,883,1385,1037,1008,1008,345,4,1009,1165,974,165,575,194,1008
1008,1065,734,1009,1080,1009,238,883,883,1385,1037,1008,1008,345,4,1009,1165,974,165,575,194,1008,971
1065,734,1009,1080,1009,238,883,883,1385,1037,1008,1008,345,4,1009,1165,974,165,575,194,1008,971,41
734,1009,1080,1009,238,883,883,1385,1037,1008,1008,345,4,1009,1165,974,165,575,194,1008,971,41,312
1009,1080,1009,238,883,883,1385,1037,1008,1008,345,4,1009,1165,974,165,575,194,1008,971,41,312,1474
1080,1009,238,883,883,1385,1037,1008,1008,345,4,1009,1165,974,165,575,194,1008,971,41,312,1474,735
1009,238,883,883,1385,1037,1008,1008,345,4,1009,1165,974,165,575,194,1008,971,41,312,1474,735,1009
238,883,883,1385,1037,1008,1008,345,4,1009,1165,974,165,575,194,1008,971,41,312,1474,735,1009,275
883,883,1385,1037,1008,1008,345,4,1009,1165,974,165,575,194,1008,971,41,312,1474,735,1009,275,773
883,1385,1037,1008,1008,345,4,1009,1165,974,165,575,194,1008,971,41,312,1474,735,1009,275,773,1035
1385,1037,1008,1008,345,4,1009,1165,974,165,575,194,1008,971,41,312,1474,735,1009,275,773,1035,1426
1037,1008,1008,345,4,1009,1165,974,165,575,194,1008,971,41,312,1474,735,1009,275,773,1035,1426,885
1008,1008,345,4,1009,1165,974,165,575,194,1008,971,41,312,1474,735,1009,275,773,1035,1426,885,314
1008,345,4,1009,1165,974,165,575,194,1008,971,41,312,1474,735,1009,275,773,1035,1426,885,314,923
345,4,1009,1165,974,165,575,194,1008,971,41,312,1474,735,1009,275,773,1035,1426,885,314,923,162
4,1009,1165,974,165,575,194,1008,971,41,312,1474,735,1009,275,773,1035,1426,885,314,923,162,885
1009,1165,974,165,575,194,1008,971,41,312,1474,735,1009,275,773,1035,1426,885,314,923,162,885,1388
1165,974,165,575,194,1008,971,41,312,1474,735,1009,275,773,1035,1426,885,314,923,162,885,1388,122
974,165,575,194,1008,971,41,312,1474,735,1009,275,773,1035,1426,885,314,923,162,885,1388,122,1035
165,575,194,1008,971,41,312,1474,735,1009,275,773,1035,1426,885,314,923,162,885,1388,122,1035,276
575,194,1008,971,41,312,1474,735,1009,275,773,1035,1426,885,314,923,162,885,1388,122,1035,276,1283
194,1008,971,41,312,1474,735,1009,275,773,1035,1426,885,314,923,162,885,1388,122,1035,276,1283,884
1008,971,41,312,1474,735,1009,275,773,1035,1426,885,314,923,162,885,1388,122,1035,276,1283,884,971
971,41,312,1474,735,1009,275,773,1035,1426,885,314,923,162,885,1388,122,1035,276,1283,884,971,1008
41,312,1474,735,1009,275,773,1035,1426,885,314,923,162,885,1388,122,1035,276,1283,884,971,1008,234
312,1474,735,1009,275,773,1035,1426,885,314,923,162,885,1388,122,1035,276,1283,884,971,1008,234,345
1474,735,1009,275,773,1035,1426,885,314,923,162,885,1388,122,1035,276,1283,884,971,1008,234,345,1008
735,1009,275,773,1035,1426,885,314,923,162,885,1388,122,1035,276,1283,884,971,1008,234,345,1008,167
1009,275,773,1035,1426,885,314,923,162,885,1388,122,1035,276,1283,884,971,1008,234,345,1008,167,268
275,773,1035,1426,885,314,923,162,885,1388,122,1035,276,1283,884,971,1008,234,345,1008,167,268,1009
773,1035,1426,885,314,923,162,885,1388,122,1035,276,1283,884,971,1008,234,345,1008,167,268,1009,1043
1035,1426,885,314,923,162,885,1388,122,1035,276,1283,884,971,1008,234,345,1008,167,268,1009,1043,1367
1426,885,314,923,162,885,1388,122,1035,276,1283,884,971,1008,234,345,1008,167,268,1009,1043,1367,1429
885,314,923,162,885,1388,122,1035,276,1283,884,971,1008,234,345,1008,167,268,1009,1043,1367,1429,122
314,923,162,885,1388,122,1035,276,1283,884,971,1008,234,345,1008,167,268,1009,1043,1367,1429,122,502
923,162,885,1388,122,1035,276,1283,884,971,1008,234,345,1008,167,268,1009,1043,1367,1429,122,502,1206
162,885,1388,122,1035,276,1283,884,971,1008,234,345,1008,167,268,1009,1043,1367,1429,122,502,1206,126
885,1388,122,1035,276,1283,884,971,1008,234,345,1008,167,268,1009,1043,1367,1429,122,502,1206,126,505
1388,122,1035,276,1283,884,971,1008,234,345,1008,167,268,1009,1043,1367,1429,122,502,1206,126,505,1000
122,1035,276,1283,884,971,1008,234,345,1008,167,268,1009,1043,1367,1429,122,502,1206,126,505,1000,806
1035,276,1283,884,971,1008,234,345,1008,167,268,1009,1043,1367,1429,122,502,1206,126,505,1000,806,307
276,1283,884,971,1008,234,345,1008,167,268,1009,1043,1367,1429,122,502,1206,126,505,1000,806,307,347
1283,884,971,1008,234,345,1008,167,268,1009,1043,1367,1429,122,502,1206,126,505,1000,806,307,347,1126
884,971,1008,234,345,1008,167,268,1009,1043,1367,1429,122,502,1206,126,505,1000,806,307,347,1126,276
971,1008,234,345,1008,167,268,1009,1043,1367,1429,122,502,1206,126,505,1000,806,307,347,1126,276,1359
1008,234,345,1008,167,268,1009,1043,1367,1429,122,502,1206,126,505,1000,806,307,347,1126,276,1359,773
234,345,1008,167,268,1009,1043,1367,1429,122,502,1206,126,505,1000,806,307,347,1126,276,1359,773,1009
345,1008,167,268,1009,1043,1367,1429,122,502,1206,126,505,1000,806,307,347,1126,276,1359,773,1009,921
1008,167,268,1009,1043,1367,1429,122,502,1206,126,505,1000,806,307,347,1126,276,1359,773,1009,921,267
167,268,1009,1043,1367,1429,122,502,1206,126,505,1000,806,307,347,1126,276,1359,773,1009,921,267,584
268,1009,1043,1367,1429,122,502,1206,126,505,1000,806,307,347,1126,276,1359,773,1009,921,267,584,52
1009,1043,1367,1429,122,502,1206,126,505,1000,806,307,347,1126,276,1359,773,1009,921,267,584,52,1008
1043,1367,1429,122,502,1206,126,505,1000,806,307,347,1126,276,1359,773,1009,921,267,584,52,1008,267
1367,1429,122,502,1206,126,505,1000,806,307,347,1126,276,1359,773,1009,921,267,584,52,1008,267,1395
1429,122,502,1206,126,505,1000,806,307,347,1126,276,1359,773,1009,921,267,584,52,1008,267,1395,1187
122,502,1206,126,505,1000,806,307,347,1126,276,1359,773,1009,921,267,584,52,1008,267,1395,1187,200
502,1206,126,505,1000,806,307,347,1126,276,1359,773,1009,921,267,584,52,1008,267,1395,1187,200,1009
1206,126,505,1000,806,307,347,1126,276,1359,773,1009,921,267,584,52,1008,267,1395,1187,200,1009,1009
126,505,1000,806,307,347,1126,276,1359,773,1009,921,267,584,52,1008,267,1395,1187,200,1009,1009,233
505,1000,806,307,347,1126,276,1359,773,1009,921,267,584,52,1008,267,1395,1187,200,1009,1009,233,162
1000,806,307,347,1126,276,1359,773,1009,921,267,584,52,1008,267,1395,1187,200,1009,1009,233,162,1008
806,307,347,1126,276,1359,773,1009,921,267,584,52,1008,267,1395,1187,200,1009,1009,233,162,1008,652
307,347,1126,276,1359,773,1009,921,267,584,52,1008,267,1395,1187,200,1009,1009,233,162,1008,652,1348
347,1126,276,1359,773,1009,921,267,584,52,1008,267,1395,1187,200,1009,1009,233,162,1008,652,1348,268
1126,276,1359,773,1009,921,267,584,52,1008,267,1395,1187,200,1009,1009,233,162,1008,652,1348,268,583
276,1359,773,1009,921,267,584,52,1008,267,1395,1187,200,1009,1009,233,162,1008,652,1348,268,583,1113
1359,773,1009,921,267,584,52,1008,267,1395,1187,200,1009,1009,233,162,1008,652,1348,268,583,1113,1011
773,1009,921,267,584,52,1008,267,1395,1187,200,1009,1009,233,162,1008,652,1348,268,583,1113,1011,1008
1009,921,267,584,52,1008,267,1395,1187,200,1009,1009,233,162,1008,652,1348,268,583,1113,1011,1008,80
921,267,584,52,1008,267,1395,1187,200,1009,1009,233,162,1008,652,1348,268,583,1113,1011,1008,80,577
267,584,52,1008,267,1395,1187,200,1009,1009,233,162,1008,652,1348,268,583,1113,1011,1008,80,577,1188
584,52,1008,267,1395,1187,200,1009,1009,233,162,1008,652,1348,268,583,1113,1011,1008,80,577,1188,1042
52,1008,267,1395,1187,200,1009,1009,233,162,1008,652,1348,268,583,1113,1011,1008,80,577,1188,1042,118
1008,267,1395,1187,200,1009,1009,233,162,1008,652,1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009
267,1395,1187,200,1009,1009,233,162,1008,652,1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158
1395,1187,200,1009,1009,233,162,1008,652,1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971
1187,200,1009,1009,233,162,1008,652,1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073
200,1009,1009,233,162,1008,652,1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441
1009,1009,233,162,1008,652,1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11
1009,233,162,1008,652,1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894
233,162,1008,652,1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008
162,1008,652,1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973
1008,652,1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008
652,1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000
1348,268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812
268,583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008
583,1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231
1113,1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206
1011,1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276
1008,80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008
80,577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046
577,1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89
1188,1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269
1042,118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735
118,1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968
1009,158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621
158,971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312
971,1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124
1073,1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241
1441,11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008
11,894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008
894,1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268
1008,973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855
973,1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008
1008,1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276
1000,812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921
812,1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009
1008,231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066
231,1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067
1206,276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067
276,1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239
1008,1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196
1046,89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999
89,269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029
269,735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78
735,968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223
968,621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236
621,312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268
312,124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268
124,241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971
241,1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276
1008,1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694
1008,268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205
268,855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276
855,1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223
1008,276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162
276,921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773
921,1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008
1009,1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79
1066,1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971
1067,1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971
1067,239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203
239,196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970
196,999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035
999,1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463
1029,78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125
78,1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575
1223,236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857
236,268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885
268,268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884
268,971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960
971,276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462
276,694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346
694,1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970
1205,276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543
276,1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236
1223,162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008
162,773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120
773,1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034
1008,79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035
79,971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008
971,971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971
971,203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49
203,970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157
970,1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267
1035,463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267
463,125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4
125,575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268
575,857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008
857,885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268
885,884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11
884,960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443
960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970
462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197
346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429
970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389
543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167
236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008
1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50
1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690
1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736
1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049
1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434
971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233
49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008
157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79
267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885
267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884
4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000
268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009
1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120
