0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
857,1352,1008,1113,1113,1008,1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238
1352,1008,1113,1113,1008,1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156
1008,1113,1113,1008,1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115
1113,1113,1008,1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845
1113,1008,1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269
1008,1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162
1008,653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895
653,994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276
994,1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390
1008,167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008
167,80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008
80,197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008
197,1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156
1035,1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223
1008,158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234
158,1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009
1008,1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009
1074,1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011
1074,1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970
1008,1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887
1008,1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971
1008,277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276
277,1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314
1312,1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009
1000,90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008
90,500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065
500,238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008
238,156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118
156,115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087
115,845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008
845,269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009
269,162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009
162,895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9
895,276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504
276,1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124
1390,1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008
1008,1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845
1008,1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659
1008,156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811
156,1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009
1223,234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008
234,1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160
1009,1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276
1009,1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008
1011,970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027
970,887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065
887,971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345
971,276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970
276,314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186
314,1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845
1009,1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124
1008,1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124
1065,1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124
1008,118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88
118,1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008
1087,1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465
1008,1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119
1009,1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009
1009,9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113
9,504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126
504,1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276
1124,1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158
1008,845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465
845,659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009
659,811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922
811,1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390
1009,1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893
1008,160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235
160,276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276
276,1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315
1008,1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971
1027,1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240
1065,345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784
345,970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79
970,1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971
1186,845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276
845,1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151
1124,1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87
1124,1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194
1124,88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157
88,1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884
1008,465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009
465,119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276
119,1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009
1009,1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283
1113,126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969
126,276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008
276,158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275
158,465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466
465,1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80
1009,922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503
922,390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008
390,893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009
893,235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811
235,1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504
1276,315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465
315,971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046
971,240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465
240,784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466
784,79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465
79,971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466
971,276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313
276,1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812
1151,87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971
87,1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008
1194,157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235
157,884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846
884,1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509
1009,276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538
276,1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971
1009,1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035
1283,969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035
969,1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922
1008,275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51
275,466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009
466,80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884
80,1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008
1503,1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508
1008,1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009
1009,811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971
811,504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509
504,465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219
465,1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652
1046,465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734
465,466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731
466,465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008
465,466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314
466,313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42
313,812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314
812,971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358
971,1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155
1008,235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200
235,846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008
846,1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426
1509,538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389
538,971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324
971,1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359
1035,1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427
1035,922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008
922,51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746
51,1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41
1009,884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78
884,1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78
1008,1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79
1508,1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732
1009,971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276
971,1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6
1509,1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509
1219,652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509
652,734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009
734,731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008
731,1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767
1008,1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276
1314,42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86
42,314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008
314,1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008
1358,155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150
155,200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240
200,1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008
1008,426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315
426,389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971
389,1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652
1324,1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008
1359,427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203
427,1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746
1008,746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813
746,41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408
41,78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539
78,78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084
78,79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307
79,732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4
732,276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779
276,6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971
6,1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008
1509,1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084
1509,1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008
1009,1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697
1008,767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620
767,276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276
276,86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275
86,1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276
1008,1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276
1008,1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746
1150,240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994
240,1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009
1008,315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003
315,971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746
971,652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42
652,1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970
1008,203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008
203,746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922
746,813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008
813,1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466
1408,539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008
539,1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466
1084,307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746
307,4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963
4,779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466
779,971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009
971,1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008
1008,1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746
1084,1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235
1008,697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235
697,620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235
620,276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235
276,1275,276,276,746,994,1009,1003,746,42,970,1008,922,1008,466,1008,466,746,963,466,1009,1008,746,235,235,235,235,746
