0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
960,462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884
462,346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000
346,970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009
970,543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120
543,236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472
236,1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009
1008,1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157
1120,1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884
1034,1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278
1035,1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885
1008,971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884
971,49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885
49,157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884
157,267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310
267,267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845
267,4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268
4,268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008
268,1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009
1008,268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113
268,11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202
11,1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194
1443,970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276
970,197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693
197,429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125
429,389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698
389,167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888
167,1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008
1008,50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008
50,690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009
690,736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037
736,1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812
1049,1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191
1434,233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030
233,1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118
1008,79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461
79,885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009
885,884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009
884,1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308
1000,1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009
1009,120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267
120,1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970
1472,1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162
1009,157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82
157,884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613
884,278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009
278,885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030
885,884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990
884,885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971
885,884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998
884,1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267
1310,845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156
845,268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812
268,1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389
1008,1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433
1009,1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152
1113,202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810
202,194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222
194,276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222
276,693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735
693,125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812
125,698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971
698,888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849
888,1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652
1008,1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969
1008,1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199
1009,1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009
1037,812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027
812,191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046
191,1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163
1030,118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308
118,461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282
461,1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164
1009,1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461
1009,308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197
308,1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2
1009,267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009
267,970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009
970,162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501
162,82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384
82,613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383
613,1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394
1009,1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270
1030,990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008
990,971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971
971,998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202
998,267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52
267,156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699
156,812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008
812,389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162
389,1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884
1433,1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42
1152,810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3
810,1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008
1222,1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80
1222,735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505
735,812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921
812,971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619
971,849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315
849,652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315
652,969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269
969,199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195
199,1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359
1009,1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738
1027,1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813
1046,163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356
163,308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037
308,1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47
1282,1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922
1164,461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155
461,197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009
197,2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009
2,1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268
1009,1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11
1009,501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767
501,384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858
384,383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313
383,1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113
1394,270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237
270,1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614
1008,971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41
971,202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500
202,52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427
52,699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811
699,1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49
1008,162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51
162,884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973
884,42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3
42,3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313
3,1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270
1008,80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008
80,505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234
505,921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198
921,619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701
619,315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009
315,315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813
315,269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009
269,195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308
195,1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276
1359,738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970
738,813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970
813,1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311
1356,1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50
1037,47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314
47,922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314,315
922,1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314,315,1009
1155,1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314,315,1009,1165
1009,1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314,315,1009,1165,812
1009,268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314,315,1009,1165,812,1009
268,11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314,315,1009,1165,812,1009,1009
11,767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314,315,1009,1165,812,1009,1009,857
767,858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314,315,1009,1165,812,1009,1009,857,1471
858,313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314,315,1009,1165,812,1009,1009,857,1471,774
313,1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314,315,1009,1165,812,1009,1009,857,1471,774,1320
1113,237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314,315,1009,1165,812,1009,1009,857,1471,774,1320,1320
237,614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314,315,1009,1165,812,1009,1009,857,1471,774,1320,1320,1008
614,41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314,315,1009,1165,812,1009,1009,857,1471,774,1320,1320,1008,267
41,500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314,315,1009,1165,812,1009,1009,857,1471,774,1320,1320,1008,267,268
500,427,811,49,51,973,3,313,270,1008,234,198,701,1009,813,1009,308,276,970,970,311,50,314,315,1009,1165,812,1009,1009,857,1471,774,1320,1320,1008,267,268,1243
